x,y,z,cluster
1.52068,1.41004,-0.744761,5
1.5293,1.40068,-0.744761,5
1.54203,1.39504,-0.74689,5
1.55056,1.38555,-0.74689,5
1.48941,1.43103,-0.766269,5
1.49142,1.41545,-0.762624,5
1.50143,1.40755,-0.763353,5
1.51072,1.39894,-0.763717,5
1.52408,1.39405,-0.766269,5
1.53606,1.38779,-0.768092,5
0.760741,-2.17858,-0.861053,-2
