x,y,z,cluster
2.19129,1.59956,-0.756124,9
1.92715,1.38852,-0.656917,9
1.93251,1.37444,-0.65579,9
1.93855,1.36091,-0.654944,9
2.00993,1.39273,-0.677491,9
2.3127,1.69049,-0.835349,9
1.92285,1.38759,-0.684399,9
1.93211,1.37632,-0.684692,9
1.94052,1.36444,-0.684692,9
1.93393,1.34215,-0.679134,9
2.11256,1.44695,-0.742322,9
1.16656,-1.70305,-0.590494,10
1.13789,-1.68324,-0.580548,10
1.12807,-1.69098,-0.580841,10
1.90551,1.39076,-0.709861,9
1.91169,1.37737,-0.70895,9
1.92166,1.36672,-0.709557,9
1.93001,1.3549,-0.709557,9
1.92497,1.3338,-0.7044,9
2.16979,1.48399,-0.795714,9
1.13788,-1.66421,-0.600648,10
1.13085,-1.6759,-0.602468,10
1.12054,-1.68281,-0.602468,10
1.1102,-1.68965,-0.602468,10
1.90898,1.39446,-0.739974,9
1.91057,1.37772,-0.73715,9
1.91435,1.36267,-0.735267,9
1.92423,1.35199,-0.735895,9
1.93561,1.34232,-0.73715,9
1.96183,1.34275,-0.744368,9
1.15516,-1.66562,-0.628566,10
1.1358,-1.65935,-0.623231,10
1.12878,-1.67101,-0.625114,10
1.11851,-1.67791,-0.625114,10
1.10663,-1.68236,-0.624172,10
2.0094,1.48566,-0.815466,9
1.89551,1.38346,-0.763236,9
1.9078,1.37457,-0.764858,9
1.92005,1.36558,-0.76648,9
1.92762,1.35323,-0.766156,9
1.93978,1.34407,-0.767778,9
1.94877,1.33268,-0.768102,9
1.14244,-1.64909,-0.646447,10
1.12696,-1.64826,-0.643203,10
1.11788,-1.65671,-0.643852,10
1.1077,-1.66354,-0.643852,10
1.09695,-1.66951,-0.643528,10
1.23243,-1.90075,-0.735336,10
0.877764,2.49243,-0.896038,5
0.918978,2.51067,-0.907076,5
1.98786,1.47084,-0.835835,9
1.90399,1.39081,-0.79503,9
1.9102,1.37745,-0.794027,9
1.92322,1.36898,-0.796033,9
1.92927,1.35553,-0.79503,9
1.94065,1.34582,-0.796368,9
1.95198,1.33601,-0.797706,9
1.40103,-1.99405,-0.823125,10
1.13964,-1.64324,-0.667933,10
1.12794,-1.64787,-0.66693,10
1.11781,-1.65476,-0.66693,10
1.10711,-1.6608,-0.666596,10
1.09483,-1.66441,-0.665258,10
1.20051,-1.84978,-0.740847,10
1.94332,1.43727,-0.845903,9
1.90663,1.39209,-0.825214,9
1.90753,1.37487,-0.821766,9
1.91669,1.36369,-0.822111,9
1.92963,1.35514,-0.82418,9
1.9487,1.35076,-0.829007,9
1.97632,1.35204,-0.837627,9
1.11125,-1.64627,-0.687636,10
1.36604,-1.9207,-0.880374,10
