x,y,z,cluster
12.2734,-6.56674,-0.636538,38
12.2276,-6.63906,-0.636248,38
12.1752,-6.7077,-0.63562,38
12.1182,-6.77351,-0.63475,38
12.0581,-6.83739,-0.633735,38
11.9804,-6.89083,-0.631754,38
11.9155,-6.95113,-0.630497,38
11.8451,-7.00784,-0.628951,38
11.7831,-7.06908,-0.627888,38
11.7301,-7.13554,-0.627356,38
11.6733,-7.19952,-0.626631,38
11.6069,-7.25724,-0.625375,38
11.5411,-7.31496,-0.624167,38
11.4834,-7.37754,-0.623442,38
11.4354,-7.44622,-0.623297,38
11.3753,-7.5069,-0.622475,38
11.2784,-7.54269,-0.619527,38
11.188,-7.58206,-0.616966,38
11.1331,-7.64491,-0.616483,38
11.0868,-7.71364,-0.616531,38
11.0343,-7.77807,-0.616241,38
10.9742,-7.83693,-0.615516,38
10.9122,-7.89416,-0.614695,38
10.8522,-7.95271,-0.614018,38
10.7872,-8.00724,-0.613051,38
10.6844,-8.03307,-0.609814,38
10.6237,-8.09,-0.609137,38
10.5802,-8.15992,-0.609524,38
10.5308,-8.2253,-0.609572,38
10.4472,-8.26373,-0.607542,38
10.376,-8.31145,-0.606286,38
10.3163,-8.36804,-0.605754,38
10.264,-8.43054,-0.605706,38
10.2113,-8.49272,-0.605657,38
10.1506,-8.54814,-0.605126,38
10.0911,-8.60443,-0.604691,38
10.0351,-8.66358,-0.604498,38
9.96669,-8.71184,-0.603531,38
9.89734,-8.75893,-0.602516,38
9.84341,-8.8195,-0.602516,38
9.78541,-8.87638,-0.602275,38
9.72561,-8.93152,-0.601936,38
9.65965,-8.98083,-0.601211,38
9.58909,-9.02555,-0.600197,38
9.53136,-9.08216,-0.600052,38
9.47617,-9.14116,-0.6001,38
9.41061,-9.19006,-0.599472,38
9.35476,-9.24833,-0.59952,38
9.29078,-9.2985,-0.599037,38
9.22512,-9.3468,-0.598457,38
9.15226,-9.38749,-0.597394,38
9.09587,-9.44491,-0.59749,38
9.03017,-9.49259,-0.596959,38
8.98065,-9.55728,-0.597587,38
8.91776,-9.60781,-0.597297,38
8.85324,-9.65646,-0.59691,38
8.78444,-9.70023,-0.596234,38
8.72342,-9.75246,-0.596137,38
8.66342,-9.80581,-0.596137,38
8.60703,-9.86329,-0.596427,38
8.55482,-9.92575,-0.597055,38
8.46592,-9.94536,-0.594977,38
8.39123,-9.98106,-0.593962,38
8.33366,-10.037,-0.594252,38
8.27509,-10.0918,-0.594494,38
8.21112,-10.14,-0.594349,38
8.13877,-10.1777,-0.593576,38
8.06378,-10.2118,-0.592609,38
8.00036,-10.2603,-0.592561,38
7.93055,-10.3005,-0.592029,38
7.86478,-10.3458,-0.591836,38
7.80235,-10.3955,-0.591933,38
7.73782,-10.4423,-0.591884,38
7.6736,-10.4896,-0.591884,38
7.60266,-10.5276,-0.591353,38
7.52749,-10.5594,-0.590483,38
7.4614,-10.6038,-0.590386,38
7.39506,-10.6477,-0.59029,38
7.32507,-10.6863,-0.589903,38
7.25376,-10.7228,-0.58942,38
5.18261,-11.705,-0.582412,39
4.99418,-11.8647,-0.585892,39
4.92473,-11.9034,-0.586327,39
4.861,-11.9565,-0.587535,39
4.80126,-12.0204,-0.589323,39
4.73216,-12.0618,-0.589951,39
4.66309,-12.1036,-0.590628,39
4.59509,-12.1488,-0.591498,39
4.52916,-12.2002,-0.592706,39
4.45934,-12.2418,-0.593431,39
4.39053,-12.2868,-0.594349,39
4.31803,-12.322,-0.594784,39
4.2813,-12.4616,-0.600583,39
6.54456,14.2803,-0.909882,40
6.6114,14.1955,-0.906933,40
6.68728,14.1312,-0.905369,40
6.75396,14.0485,-0.9026,40
6.80981,13.9449,-0.898448,40
6.88771,13.8877,-0.897425,40
6.94989,13.7997,-0.894356,40
7.01671,13.7221,-0.892009,40
7.08514,13.6487,-0.889963,40
7.14828,13.5661,-0.887315,40
7.21914,13.4991,-0.885751,40
7.27184,13.3993,-0.881959,40
7.33514,13.3203,-0.879613,40
7.40359,13.2515,-0.877988,40
7.46704,13.1746,-0.875821,40
7.52833,13.0948,-0.873474,40
7.601,13.0354,-0.872572,40
7.66509,12.9619,-0.870706,40
7.72959,12.8898,-0.868961,40
7.7826,12.7995,-0.865952,40
7.84527,12.726,-0.864147,40
7.91369,12.6624,-0.863064,40
7.97414,12.5866,-0.861138,40
8.03773,12.5164,-0.859634,40
8.10458,12.4518,-0.85855,40
8.155,12.3627,-0.855722,40
8.22571,12.305,-0.855181,40
8.29042,12.2385,-0.854037,40
8.34558,12.1586,-0.851931,40
8.39609,12.0728,-0.849404,40
8.46714,12.017,-0.849103,40
8.52911,11.9485,-0.847899,40
8.57536,11.8588,-0.845131,40
8.63793,11.7922,-0.844108,40
8.70596,11.7334,-0.843687,40
8.7574,11.6526,-0.841641,40
8.81483,11.5804,-0.840257,40
8.87232,11.5087,-0.838933,40
8.92741,11.4344,-0.837428,40
8.96954,11.3442,-0.83472,40
9.04584,11.2975,-0.835382,40
9.1087,11.234,-0.83478,40
9.17366,11.1733,-0.834419,40
9.22928,11.1014,-0.833216,40
9.28758,11.0331,-0.832313,40
9.34993,10.9699,-0.831832,40
9.40858,10.9025,-0.831049,40
9.46808,10.8363,-0.830387,40
9.52182,10.7638,-0.829244,40
9.5757,10.6918,-0.828161,40
9.6371,10.6284,-0.8278,40
9.67243,10.5367,-0.825152,40
9.73758,10.4779,-0.825212,40
9.7928,10.4085,-0.82443,40
9.85235,10.3438,-0.824069,40
9.91147,10.2789,-0.823708,40
9.96599,10.2093,-0.822986,40
10.0214,10.1409,-0.822384,40
10.0785,10.0742,-0.821963,40
10.1352,10.0073,-0.821541,40
10.2035,9.95189,-0.822143,40
10.2651,9.88979,-0.822203,40
10.3213,9.82249,-0.821842,40
10.377,9.75487,-0.821481,40
10.433,9.68762,-0.82118,40
10.4893,9.62072,-0.82094,40
10.5466,9.55484,-0.820819,40
10.5999,9.48529,-0.820398,40
10.6586,9.42073,-0.820458,40
10.7185,9.35712,-0.820639,40
10.778,9.29313,-0.820819,40
10.8393,9.23071,-0.82118,40
10.8981,9.16596,-0.821361,40
6.11476,-8.14335,-0.5768,-2
6.56326,-4.10325,-0.6179,41
6.53123,-4.13918,-0.617225,41
2.82174,-6.93949,-0.596806,42
2.76507,-6.92151,-0.5936,42
6.5477,-4.09615,-0.715485,41
6.51908,-4.13411,-0.715097,41
6.47015,-4.15897,-0.712379,41
2.80368,-6.9009,-0.688696,42
2.76498,-6.92722,-0.689667,42
5.44924,-1.2629,-0.64376,43
5.43752,-1.2954,-0.643276,43
2.81625,5.04125,-0.735271,44
5.45996,-1.22705,-0.711371,43
5.43495,-1.25651,-0.708981,43
5.43099,-1.29075,-0.709512,43
3.18552,-3.38829,-0.584703,45
3.16939,-3.41285,-0.585633,45
2.29313,5.43084,-0.825717,46
2.32095,5.40393,-0.823687,46
2.34179,5.36148,-0.81919,46
2.37063,5.33797,-0.81774,46
5.4305,-1.22351,-0.777562,43
5.42097,-1.25636,-0.777272,43
5.41508,-1.29006,-0.777562,43
3.16645,-3.37203,-0.639622,45
3.14368,-3.38922,-0.639187,45
2.04376,5.60027,-0.907661,46
2.07292,5.57374,-0.90531,46
2.10603,5.55815,-0.904839,46
2.13547,5.53314,-0.902801,46
2.17119,5.52453,-0.903585,46
2.20358,5.50744,-0.902958,46
2.72874,4.88462,-0.849496,44
