x,y,z
12.9469,11.4472,-0.584867
13.4062,7.2712,-0.511824
13.5449,7.2392,-0.515671
13.6704,7.19879,-0.518978
13.8589,7.18979,-0.524837
14.038,7.17373,-0.530301
14.1987,7.14632,-0.53501
14.3766,7.12563,-0.540401
14.4865,7.06971,-0.543061
15.0718,7.12766,-0.56294
15.0845,7.02071,-0.561717
15.1595,6.83056,-0.561322
15.4641,5.31929,-0.551473
15.3254,1.31912,-0.516533
15.5962,1.24607,-0.526023
15.6145,1.15116,-0.526418
15.4558,1.04415,-0.520451
15.9934,0.785045,-0.539215
16.0149,0.687625,-0.539826
16.2225,0.596837,-0.547159
16.3637,0.501508,-0.55212
16.5423,0.405397,-0.558446
16.8972,0.310358,-0.571135
17.2626,0.211113,-0.58422
5.15834,10.5574,-0.531573
5.25232,10.5846,-0.534762
12.4157,11.2439,-0.773496
12.4733,11.1576,-0.772772
12.5213,11.063,-0.771467
12.6108,11.005,-0.772868
10.789,9.29894,-0.652196
10.8352,9.2235,-0.65152
10.7601,9.04628,-0.643207
10.7562,8.93095,-0.639486
10.7212,8.79131,-0.63388
10.7276,8.68701,-0.630932
10.6645,8.52806,-0.623732
10.5692,8.34608,-0.614646
10.5722,8.2436,-0.611698
10.602,8.16273,-0.610442
10.6591,8.10297,-0.610877
10.7014,8.03202,-0.610442
10.7745,7.98404,-0.611892
10.8386,7.92899,-0.61281
10.9081,7.87754,-0.614066
10.9701,7.82032,-0.614888
11.0301,7.76148,-0.615613
11.121,7.72386,-0.618174
11.2193,7.69049,-0.62117
11.3449,7.67469,-0.625761
11.4424,7.63876,-0.628709
11.5399,7.60193,-0.631657
11.7765,7.65456,-0.642627
11.8938,7.62746,-0.646687
12.0468,7.62163,-0.652776
11.4326,6.56317,-0.600873
11.3029,6.21492,-0.587148
11.9034,6.3562,-0.615951
11.5878,6.09652,-0.596572
11.6728,6.05013,-0.599182
12.7123,2.12008,-0.586617
12.7537,2.04663,-0.588018
12.8193,1.97656,-0.590628
12.9231,1.91147,-0.595122
12.9326,1.83186,-0.595026
