x,y,z
13.053,10.0576,-0.555966
17.5953,7.03558,-0.644861
17.6872,6.69742,-0.643531
17.5912,6.53794,-0.638282
17.406,5.63109,-0.62128
17.5657,5.09312,-0.6211
17.6062,4.98797,-0.62146
15.8181,4.37673,-0.553594
17.696,4.77961,-0.622574
17.7009,4.66458,-0.621675
15.5937,-3.9067,-0.54148
15.5655,-4.00131,-0.541336
15.5359,-4.09547,-0.541156
15.5076,-4.18994,-0.541048
15.4671,-4.28101,-0.540509
15.455,-4.37992,-0.541048
15.4432,-4.47912,-0.541624
15.448,-4.58346,-0.542846
15.4932,-4.70051,-0.545614
15.5099,-4.80969,-0.547339
15.5325,-4.92137,-0.549316
15.5533,-5.0332,-0.551257
15.5497,-5.13763,-0.552299
15.5311,-5.23742,-0.552803
15.5195,-5.33977,-0.553594
15.5581,-5.56753,-0.55762
15.549,-5.67213,-0.55859
15.1047,-7.37296,-0.567828
15.0825,-7.47704,-0.568763
11.6574,-12.5501,-0.579367
11.5714,-12.6118,-0.5789
8.5357,-13.4806,-0.537166
4.46037,17.3261,-0.828686
4.57746,16.9182,-0.811046
4.19508,13.2233,-0.634267
5.17344,15.3233,-0.745564
5.30305,14.8023,-0.723816
5.37802,14.7263,-0.721593
5.90257,14.7427,-0.731404
5.95297,14.6081,-0.726281
6.06926,14.6359,-0.729664
6.2889,14.41,-0.723768
5.4796,11.9502,-0.599133
5.62677,11.6979,-0.591111
7.42791,13.2891,-0.699653
7.55657,13.1381,-0.696367
7.76166,12.9377,-0.693032
7.80807,11.6752,-0.642627
7.823,10.9547,-0.614356
10.1983,12.573,-0.746337
10.4096,11.476,-0.712701
10.6015,11.5443,-0.7214
10.9632,11.7922,-0.742084
10.9833,11.6694,-0.738411
11.0257,11.5714,-0.736381
11.0868,11.4935,-0.735705
11.1788,11.4474,-0.737203
10.9335,11.0596,-0.715504
11.2682,11.2592,-0.733772
10.917,10.7752,-0.705211
10.9522,10.678,-0.703133
10.2895,9.90937,-0.654226
10.8906,10.3604,-0.690326
11.1301,10.4589,-0.702021
11.3061,10.4944,-0.709415
11.4468,10.495,-0.714441
11.2719,10.208,-0.698832
11.1289,9.95481,-0.685493
11.046,9.75935,-0.676215
11.3887,9.93834,-0.694385
10.1194,8.72178,-0.609427
11.5136,9.80108,-0.694627
11.9037,10.0079,-0.715504
11.2388,9.33169,-0.669835
12.0388,9.87189,-0.716326
11.6435,9.42881,-0.687958
11.9141,9.52751,-0.701151
11.9684,9.45113,-0.70091
12.0396,9.38796,-0.701731
12.0558,9.28222,-0.699218
12.1085,9.20505,-0.698977
12.1696,9.13418,-0.699266
12.0745,8.94752,-0.690181
12.45,9.10801,-0.709415
12.5195,9.04139,-0.710237
12.3934,8.60769,-0.693129
12.4278,8.51906,-0.692066
9.93934,5.62494,-0.515625
12.5405,6.89553,-0.655482
12.5597,6.80608,-0.654226
12.7202,6.79241,-0.66075
12.5574,6.60678,-0.649587
12.7884,6.62845,-0.659977
12.2023,-0.980592,-0.555349
12.202,-1.05596,-0.555639
12.2441,-1.13533,-0.558007
12.2866,-1.21534,-0.560424
12.2739,-1.29019,-0.560182
12.3303,-1.37265,-0.563323
12.3078,-1.44665,-0.562647
12.3125,-1.52386,-0.563323
12.3842,-1.60993,-0.567286
12.4651,-1.69829,-0.571732
12.6156,-1.79769,-0.579609
12.6834,-1.88682,-0.583475
12.8038,-1.9851,-0.589951
12.8664,-2.07571,-0.593624
12.8829,-2.15957,-0.595074
12.8852,-2.24131,-0.595847
12.8742,-2.32086,-0.595992
12.8381,-2.39579,-0.594929
12.779,-2.466,-0.592754
12.7362,-2.5389,-0.591401
12.692,-2.61116,-0.59
12.6396,-2.68133,-0.588212
12.5585,-2.74476,-0.585022
12.5297,-2.81914,-0.584442
12.52,-2.89777,-0.584829
12.501,-2.9743,-0.58478
12.4796,-3.05024,-0.584635
12.448,-3.1236,-0.584007
12.3996,-3.19245,-0.582557
12.3634,-3.26414,-0.581736
12.3229,-3.33446,-0.580721
12.2926,-3.40734,-0.580238
12.2608,-3.4797,-0.579706
11.8444,-4.57459,-0.577386
12.3012,-5.01305,-0.605754
9.87218,-8.41781,-0.590773
9.80976,-8.46909,-0.590096
7.31873,-10.2666,-0.573085
2.18074,9.98817,-0.579207
2.53604,10.3855,-0.60737
2.61064,10.4133,-0.610078
3.94084,8.32794,-0.518307
3.98321,8.28561,-0.517103
5.73457,9.43142,-0.628311
8.01092,7.08066,-0.60743
8.98837,6.24545,-0.622715
9.04287,6.03958,-0.618442
9.12726,6.01529,-0.621872
9.17069,5.96353,-0.622354
9.06302,2.68667,-0.53275
10.3048,-3.1974,-0.613327
10.3525,-3.28199,-0.6176
10.4699,-3.39004,-0.626326
2.34204,9.09537,-0.647437
2.71277,8.73518,-0.629549
2.75275,8.67559,-0.626277
2.80347,8.65094,-0.625695
4.15757,7.12592,-0.564177
4.18853,7.07881,-0.562359
6.72321,5.79412,-0.60977
9.08987,-2.10419,-0.642929
9.10395,-2.16638,-0.644965
9.15443,-2.23783,-0.649764
9.26726,-2.32574,-0.65929
9.32911,-2.4022,-0.665034
7.83093,-3.76716,-0.596245
7.79153,-3.80726,-0.594936
5.44079,-6.71953,-0.593046
4.13347,7.08625,-0.657133
4.19971,7.09935,-0.66093
4.5349,6.69236,-0.647009
5.03403,6.12943,-0.634099
5.03013,6.04863,-0.628615
5.87156,5.45041,-0.640849
5.91123,4.9086,-0.61309
8.14921,-1.31429,-0.661436
8.18227,-1.37118,-0.66498
8.22475,-1.43024,-0.669368
8.31094,-1.49783,-0.677552
8.41228,-1.56945,-0.687086
7.81513,-3.75868,-0.696789
7.79192,-3.80656,-0.696789
5.45461,-6.73533,-0.696367
5.41878,-6.77568,-0.697127
7.3944,-0.550333,-0.685396
7.39287,-0.595853,-0.68559
7.38313,-0.640689,-0.685008
7.41176,-0.689014,-0.688211
7.47276,-0.74095,-0.694617
7.54132,-0.794493,-0.7018
7.58379,-0.84604,-0.706459
6.70413,-0.00238452,-0.69513
6.07328,0.744811,-0.707771
6.10571,0.634952,-0.710191
6.12431,0.598929,-0.712006
6.1249,0.561067,-0.711643
6.41766,0.192574,-0.744556
6.45246,0.154004,-0.74867
6.48703,0.115014,-0.752784
5.12437,-0.413371,-0.588583
5.09702,-0.442665,-0.585558
3.48792,-3.57984,-0.571158
5.5645,1.07041,-0.720798
5.59986,0.970681,-0.723055
5.60962,0.936956,-0.723586
5.64854,0.907863,-0.728101
6.04664,0.519636,-0.774705
6.09902,0.448812,-0.780945
5.11294,-0.409553,-0.648834
5.11329,-0.441174,-0.649232
5.11049,-0.47254,-0.649232
3.46826,-3.51222,-0.622943
3.46672,-3.55401,-0.626793
5.01621,1.72166,-0.738979
5.04075,1.69558,-0.741155
5.23205,1.27252,-0.750873
5.24168,1.24085,-0.751163
5.27716,1.21511,-0.75537
5.29707,1.18552,-0.757255
5.32068,1.15657,-0.759721
5.70967,0.771384,-0.806136
5.75061,0.741021,-0.811503
5.09198,-0.410766,-0.710405
5.08641,-0.441746,-0.70997
5.07769,-0.472399,-0.7091
3.51234,-3.56092,-0.69474
3.47523,-3.56682,-0.691549
4.51682,2.0013,-0.745552
4.5802,1.92932,-0.750255
4.63787,1.85385,-0.754174
4.64548,1.82392,-0.753547
4.66211,1.79751,-0.754488
4.7569,1.70117,-0.763268
4.77284,1.67391,-0.764208
4.79329,1.64813,-0.765933
4.81548,1.62279,-0.767971
