x,y,z
10.0274,15.2068,-0.61844
10.1079,14.927,-0.611682
10.2264,14.9043,-0.613408
11.3611,15.3172,-0.64921
12.0801,15.8757,-0.680807
11.6039,15.0572,-0.647017
11.685,14.9715,-0.64637
12.33,15.4044,-0.67297
12.3468,15.2329,-0.668549
12.293,14.9777,-0.66021
12.6118,14.6193,-0.657729
12.1287,13.886,-0.62642
12.301,13.9102,-0.631165
12.5655,14.0347,-0.640835
12.6413,13.9462,-0.640295
12.2198,13.3162,-0.613336
12.2727,13.2102,-0.611826
12.9164,13.733,-0.641374
12.9749,13.6267,-0.640044
12.6796,13.154,-0.620417
12.4664,12.6192,-0.601294
13.1159,12.9548,-0.626348
13.2051,12.8838,-0.626852
13.1579,7.77649,-0.513011
13.1978,7.58308,-0.510746
13.9068,7.65349,-0.534219
13.907,7.54276,-0.532314
13.9318,7.44599,-0.531451
13.8039,7.2691,-0.524405
13.8598,7.19025,-0.524873
14.653,6.71082,-0.542954
15.8457,6.79169,-0.583357
15.9,6.69976,-0.58386
16.1845,6.70302,-0.59335
16.1994,6.59304,-0.592343
16.221,6.4861,-0.591624
16.5349,6.49422,-0.602229
16.6211,6.41062,-0.604026
17.047,6.45502,-0.618908
17.1088,6.35865,-0.61977
17.355,6.32922,-0.627714
17.4838,6.25493,-0.631165
17.536,6.15249,-0.631704
17.5602,6.04023,-0.631201
17.5818,5.92726,-0.630626
17.5609,5.80046,-0.628469
17.5866,5.68953,-0.62811
17.6041,5.57608,-0.627463
17.6093,5.45908,-0.626384
17.608,5.34049,-0.62509
17.5437,5.20365,-0.62146
17.5379,5.08505,-0.620058
17.5332,4.96727,-0.618728
17.5248,4.84893,-0.61729
17.4616,4.7163,-0.613839
17.4612,4.60143,-0.612761
17.4678,4.48873,-0.61197
17.4737,4.37612,-0.611179
17.4808,4.26409,-0.61046
17.4775,4.14982,-0.609382
17.4987,4.0416,-0.609238
17.5378,3.93744,-0.609777
17.5978,3.83763,-0.611107
17.6454,3.73476,-0.612006
18.3053,3.75721,-0.635407
19.0475,3.78788,-0.661791
13.2027,-10.0462,-0.559992
13.1266,-10.116,-0.559345
6.24475,-13.8593,-0.510027
7.32588,14.5396,-0.750783
7.82522,11.5469,-0.63794
7.78341,11.3348,-0.628323
7.82373,11.245,-0.625858
7.83677,11.1176,-0.62117
7.97332,11.1652,-0.626873
8.11661,11.2197,-0.633059
8.15755,11.1318,-0.630787
8.1882,11.031,-0.627743
8.26773,10.9965,-0.628709
8.33082,10.94,-0.628371
8.38315,10.8697,-0.627211
8.77032,10.6777,-0.631609
9.01851,10.5768,-0.635572
8.99774,10.4222,-0.629241
13.3643,6.11475,-0.674137
13.5701,6.10849,-0.683077
13.7881,6.1052,-0.692646
13.8583,6.03484,-0.694385
13.8556,5.93279,-0.692307
13.8172,5.81626,-0.688393
13.7825,5.70235,-0.68472
13.7691,5.5981,-0.682207
13.7364,5.48683,-0.678728
13.7177,5.38201,-0.676021
13.716,5.28445,-0.674233
13.7173,5.18853,-0.672638
13.7283,5.09661,-0.671575
13.7453,5.00715,-0.67085
13.7353,4.90826,-0.668772
14.4958,3.53041,-0.684913
15.0138,3.55917,-0.709608
8.32444,-8.03034,-0.52268
8.255,-8.06173,-0.521327
3.04592,13.5507,-0.800178
3.43537,12.4037,-0.738797
3.92839,12.9403,-0.778153
5.36923,9.4735,-0.619345
6.86562,9.25323,-0.657498
6.91507,9.20135,-0.656775
6.9454,9.12459,-0.654188
5.82864,7.56084,-0.538406
7.08879,9.07959,-0.657317
6.51315,7.18327,-0.547433
6.57533,7.16303,-0.549058
6.5913,7.09257,-0.54659
7.12074,6.9453,-0.562537
8.20552,-4.71727,-0.533472
8.17642,-4.76753,-0.533472
2.49059,11.395,-0.813084
2.54645,11.3173,-0.80843
2.6109,11.28,-0.806831
2.65999,11.1794,-0.800504
2.6935,11.0195,-0.789742
2.91026,10.7546,-0.774981
8.18361,-4.70742,-0.651
8.14769,-4.75352,-0.650419
5.37295,-6.08211,-0.554361
5.32176,-6.09918,-0.552834
4.37508,-7.73135,-0.610352
2.60122,9.16704,-0.76935
2.65714,9.14995,-0.769266
2.71075,8.73121,-0.736613
3.29423,7.07037,-0.622962
3.42468,6.9026,-0.614947
8.14574,3.25406,-0.705226
8.17854,3.20911,-0.706408
8.23992,3.17499,-0.710204
8.4121,3.18218,-0.724042
7.19419,-1.9937,-0.594613
7.17032,-2.03454,-0.5936
5.32539,-6.10206,-0.648274
2.14316,9.25098,-0.888352
7.14748,3.16271,-0.724512
7.18774,3.12793,-0.726744
7.26718,3.10962,-0.733151
7.41731,3.12017,-0.74703
7.56323,3.1271,-0.760425
7.22039,-1.95562,-0.691802
7.18524,-1.9935,-0.689473
7.15755,-2.03321,-0.68792
4.97604,-4.03851,-0.587267
4.94578,-4.06455,-0.586587
4.36553,3.40448,-0.567415
4.38712,3.37824,-0.567524
6.28768,3.06604,-0.726977
6.36463,3.05536,-0.734042
6.46864,3.0566,-0.744368
6.60176,3.07008,-0.758172
6.7181,3.07418,-0.769911
6.82748,3.0737,-0.78078
5.00691,-4.06084,-0.666979
4.94195,-4.05867,-0.661326
4.366,3.40227,-0.636621
5.57042,3.06097,-0.736691
5.59608,3.03051,-0.737659
5.64434,3.01201,-0.741773
5.73387,3.01475,-0.751574
6.00834,3.01928,-0.781583
6.10949,3.02331,-0.792836
4.97681,-4.03914,-0.743225
4.92739,-4.04944,-0.739353
4.93145,-4.10372,-0.743951
5.18779,2.97984,-0.763153
5.28619,2.99336,-0.775502
5.34427,2.98309,-0.781609
4.54783,0.560208,-0.575542
4.40805,3.05952,-0.748117
4.42755,3.03298,-0.748262
4.45755,3.01351,-0.750293
4.47596,2.9861,-0.750293
4.51072,2.96947,-0.753194
4.93713,2.95449,-0.804976
4.56423,0.587905,-0.636141
4.55597,0.558441,-0.6344
4.53474,0.527611,-0.630774
4.08365,2.95065,-0.761073
4.13224,2.94733,-0.76703
4.15186,2.92306,-0.767344
4.19972,2.91838,-0.773145
4.26154,2.92271,-0.781611
4.31865,2.92308,-0.789136
4.37264,2.92066,-0.796035
4.45151,2.93399,-0.807636
4.49758,2.92493,-0.812967
5.00862,2.91795,-0.881479
4.54589,0.588307,-0.688954
4.53177,0.558231,-0.686132
4.54296,0.531331,-0.687387
3.64277,2.98393,-0.766031
3.69089,2.98571,-0.772602
3.67988,2.93962,-0.766199
3.76311,2.9312,-0.776477
3.79821,2.92128,-0.780184
3.84118,2.91701,-0.785575
4.0283,2.90608,-0.810175
4.08138,2.90648,-0.817588
4.13058,2.9035,-0.824159
4.18556,2.90395,-0.83191
4.54429,0.584528,-0.744295
4.53018,0.554474,-0.741263
4.53056,0.526325,-0.740757
3.25463,3.09556,-0.782874
3.27141,3.07351,-0.782334
3.32606,2.9746,-0.777474
3.47568,2.88534,-0.787554
3.51309,2.88017,-0.792234
3.69444,2.88017,-0.818154
3.73932,2.87845,-0.824455
3.78433,2.87628,-0.830755
