x,y,z
15.4897,0.474742,-0.520667
15.9529,0.390966,-0.537238
10.7867,-11.4707,-0.529618
10.6971,-11.5162,-0.528611
10.0741,-12.2764,-0.53447
10.0005,-12.3403,-0.534578
14.1898,11.2056,-0.837868
14.2276,11.0944,-0.835983
14.244,10.9672,-0.832842
14.2633,10.8434,-0.829942
14.3096,10.7407,-0.828734
14.3118,10.6057,-0.824916
14.3282,10.4823,-0.822017
14.4371,9.13419,-0.789638
10.3409,5.85226,-0.537952
10.9378,5.92699,-0.564966
7.09627,-8.87432,-0.512822
7.04169,-8.91769,-0.512822
4.46832,9.59433,-0.600931
4.41694,9.33395,-0.585405
4.43779,9.23111,-0.58035
4.37214,8.95345,-0.56356
4.28994,8.65014,-0.544966
4.33082,8.59958,-0.543341
4.37396,8.55419,-0.542077
4.41716,8.50947,-0.540874
6.90294,7.99915,-0.599847
10.7087,11.3819,-0.905007
9.17597,9.40004,-0.754804
9.24891,9.35918,-0.756128
9.32593,9.32201,-0.757813
9.40852,9.28986,-0.75998
9.49822,9.26401,-0.762748
9.56639,9.21664,-0.763711
10.9446,10.4156,-0.873715
11.1388,9.84512,-0.859092
11.1832,9.7628,-0.857828
10.2369,1.58064,-0.587331
10.38,1.40763,-0.594371
4.3881,8.70798,-0.673615
4.42146,8.64182,-0.670415
4.46016,8.58709,-0.668161
4.49509,8.52603,-0.665398
4.52615,8.45872,-0.662126
4.55846,8.39485,-0.659144
3.72794,6.66842,-0.519675
4.69647,8.28175,-0.656817
4.74471,8.24846,-0.656454
4.91734,8.42854,-0.674124
4.87756,8.24369,-0.661035
4.89163,8.15288,-0.655872
4.93379,8.10993,-0.654781
5.01068,8.12365,-0.658563
5.06149,8.09445,-0.658708
5.11159,8.06408,-0.658781
5.18307,8.06697,-0.661762
5.22975,8.03084,-0.661399
5.31024,8.04605,-0.665543
5.36672,8.02409,-0.666489
5.53966,5.07821,-0.510586
5.57958,5.05215,-0.511458
6.47963,4.98824,-0.558869
7.38436,2.23617,-0.525202
7.40368,2.19252,-0.525638
7.80061,1.95004,-0.548907
7.79886,1.89884,-0.547889
7.84918,1.86016,-0.550798
8.50336,1.52523,-0.592537
8.5047,1.47166,-0.591955
8.65463,0.155339,-0.593773
8.65542,0.102233,-0.593773
8.25955,-2.7328,-0.596972
3.07797,-7.84652,-0.577193
3.03264,-7.8727,-0.577775
2.87398,5.88316,-0.516905
4.28089,7.23656,-0.67443
3.58639,5.81569,-0.541036
4.46406,7.14031,-0.675527
4.52059,7.13298,-0.677552
3.73764,5.58946,-0.531839
3.74839,5.53178,-0.528295
3.79636,5.52921,-0.530404
4.44995,6.39655,-0.622287
5.31539,3.69215,-0.510492
5.37598,3.63725,-0.512095
6.08851,2.96893,-0.536057
5.97859,2.78032,-0.520786
6.86581,2.17236,-0.572254
7.76442,1.89133,-0.639162
7.75552,1.83882,-0.63739
7.75015,1.7874,-0.635956
7.76291,1.74025,-0.636124
7.85523,1.71038,-0.643212
8.27017,1.74763,-0.678227
8.23711,-2.72454,-0.697127
5.5848,-5.00333,-0.597397
5.52447,-5.01073,-0.594022
3.07773,-7.84368,-0.675949
3.03206,-7.86893,-0.676539
1.68759,7.08528,-0.672584
1.72961,7.06899,-0.672002
2.29038,6.03543,-0.591829
3.46244,4.54412,-0.519421
3.47689,4.50546,-0.517285
3.52101,4.50521,-0.519906
4.57791,4.24681,-0.571251
4.93826,3.56418,-0.556207
4.99165,3.55634,-0.559992
6.81598,2.06266,-0.656763
7.00028,1.97857,-0.67171
7.07657,1.95333,-0.678214
7.15088,1.92671,-0.684523
5.55237,-4.97724,-0.689473
5.52247,-5.01188,-0.68957
2.00531,5.59833,-0.612306
1.94765,5.23419,-0.572741
2.47837,5.07345,-0.57948
2.93307,4.69174,-0.567089
3.2036,4.54544,-0.570133
3.23316,4.52813,-0.570459
3.26788,4.51787,-0.571763
3.01467,4.11446,-0.519808
3.5372,4.52928,-0.590458
