x,y,z
3.23465,15.7239,-0.739764
3.34703,15.779,-0.743486
3.49516,15.9934,-0.755132
3.59958,15.9999,-0.756534
3.72313,16.0875,-0.761995
3.55669,14.9497,-0.706564
3.94919,16.1589,-0.767891
3.78819,14.7144,-0.698203
4.66779,16.0723,-0.77282
4.74755,15.9802,-0.76963
4.76453,15.6841,-0.756147
4.69136,14.4791,-0.69946
4.79643,14.4994,-0.701973
4.94025,14.6324,-0.710285
5.3825,15.6256,-0.762671
5.05621,14.3907,-0.701055
5.66713,15.8188,-0.776058
5.78464,15.84,-0.778957
5.88626,15.8164,-0.779586
6.00337,15.8332,-0.78234
6.27203,16.2406,-0.805392
6.14861,15.6348,-0.775913
6.24814,15.606,-0.776396
6.17381,15.1502,-0.754601
6.06735,14.6313,-0.729422
6.27308,14.869,-0.743872
6.45951,15.0523,-0.755567
6.7287,15.418,-0.776976
6.75675,15.2267,-0.76905
6.95682,15.4217,-0.781615
7.02177,15.3142,-0.778184
7.02111,15.068,-0.767359
7.10959,15.0165,-0.766924
7.21502,15.0005,-0.768422
7.14077,14.6158,-0.750106
7.3009,14.714,-0.75779
7.33307,14.5539,-0.751556
7.84615,15.3374,-0.796597
7.71825,14.8617,-0.773303
7.86798,14.9254,-0.779392
7.91936,14.802,-0.775285
7.97763,14.6934,-0.771998
8.20209,14.8883,-0.785481
8.34299,14.9266,-0.790411
8.48565,14.9655,-0.795437
8.65052,15.0404,-0.802541
8.80806,15.0992,-0.808823
9.03021,15.2641,-0.821147
9.17765,15.2984,-0.826221
9.35698,15.3826,-0.834195
9.43861,15.3045,-0.833035
9.52122,15.2285,-0.83202
9.49258,14.9774,-0.821002
9.5816,14.9147,-0.82076
9.61517,14.7669,-0.815637
9.67809,14.6659,-0.813221
9.75013,14.5797,-0.811675
9.81084,14.4774,-0.80921
9.83843,14.328,-0.803991
9.86399,14.178,-0.798723
9.94159,14.1042,-0.79795
10.7752,13.2844,-0.790652
11.1202,13.5391,-0.810756
11.4285,13.7418,-0.827816
3.78169,12.1876,-0.732178
3.85972,12.1747,-0.73284
3.95864,12.2258,-0.737594
5.25623,12.9054,-0.802946
5.35596,12.9227,-0.806196
5.43282,12.884,-0.805835
5.56726,12.9798,-0.81432
5.69748,13.0616,-0.821963
5.82932,13.1432,-0.829665
5.90658,13.0999,-0.829184
6.02719,13.1514,-0.835021
6.13516,13.173,-0.838933
6.23936,13.1847,-0.842242
6.32187,13.1498,-0.842483
6.39762,13.1009,-0.841821
6.45127,13.0078,-0.83821
6.50448,12.9153,-0.83466
6.56588,12.8405,-0.832313
6.6266,12.7654,-0.829966
6.6727,12.6636,-0.825814
6.73286,12.5898,-0.823587
6.78855,12.5088,-0.820879
6.84736,12.4346,-0.818653
6.91184,12.3714,-0.817209
6.97926,12.314,-0.816186
7.04224,12.2493,-0.814681
7.08408,12.149,-0.810709
7.13004,12.0572,-0.807339
7.18541,11.9824,-0.805173
5.78927,-7.23639,-0.521557
5.74723,-7.27491,-0.521797
2.8375,11.3075,-0.812648
5.12465,10.8233,-0.835772
5.17368,10.7557,-0.832863
5.20762,10.6583,-0.827555
5.26272,10.6056,-0.825882
5.32142,10.5607,-0.824864
5.37522,10.5065,-0.823119
5.43728,10.4689,-0.822755
5.47073,10.3771,-0.817956
