x,y,z
6.39791,17.8784,-0.646262
6.50475,17.8313,-0.645975
7.85966,17.4393,-0.651295
8.00772,17.4807,-0.654854
7.87399,16.914,-0.634328
7.96181,16.8319,-0.632998
8.61382,17.9249,-0.678578
7.72587,15.8277,-0.596765
8.77144,17.6933,-0.673581
8.78996,17.4607,-0.666392
8.86964,17.353,-0.664235
8.86778,17.0898,-0.655788
9.03675,17.1571,-0.660749
8.92748,16.7003,-0.644393
9.01691,16.6215,-0.643423
9.06283,16.4643,-0.639253
9.1208,16.3316,-0.63609
9.17601,16.1962,-0.632819
9.34144,16.2549,-0.637599
9.46717,16.2421,-0.639469
9.54682,16.1502,-0.638067
9.6483,16.0956,-0.638246
10.1765,16.289,-0.654099
10.227,16.1486,-0.650792
10.4296,16.247,-0.657693
10.6479,16.3653,-0.66553
10.0246,15.2026,-0.618261
10.9129,16.3306,-0.669735
11.0045,16.251,-0.669196
11.2284,16.3644,-0.677104
11.3497,16.3256,-0.678434
11.4249,16.2205,-0.676888
14.7224,10.7785,-0.619555
16.0049,8.42802,-0.613875
16.6697,3.10292,-0.573148
2.82939,14.663,-0.68559
2.96596,14.8795,-0.69714
3.71117,15.1848,-0.71937
3.77997,15.0648,-0.714538
3.94628,15.3286,-0.728891
4.01961,15.2259,-0.724976
4.10801,15.1826,-0.724058
4.14961,14.9714,-0.714731
4.26593,15.0321,-0.71908
4.27398,14.716,-0.704486
4.51124,14.2201,-0.684865
4.78432,14.7661,-0.714054
4.88205,14.7583,-0.715166
4.96484,14.7053,-0.714006
5.03839,14.6264,-0.711541
5.16446,14.6989,-0.716857
5.28621,14.7553,-0.7214
5.34753,14.6428,-0.717292
5.43449,14.6023,-0.716906
5.56399,14.6742,-0.722367
5.6363,14.5941,-0.719999
5.71295,14.5267,-0.718307
5.51133,13.7653,-0.680467
5.59682,13.734,-0.680612
5.63776,13.5951,-0.675151
6.05958,14.3628,-0.717292
6.09127,14.1941,-0.710382
6.23138,14.2782,-0.716809
6.55017,14.761,-0.744404
6.52317,14.4602,-0.730582
6.60053,14.3954,-0.729277
6.77773,14.5456,-0.739474
6.90489,14.5841,-0.743775
7.00031,14.5541,-0.744452
6.97286,14.2721,-0.731597
7.19259,14.4957,-0.745999
7.15557,14.2015,-0.732467
7.43406,14.5317,-0.752813
7.50329,14.4477,-0.750735
7.15915,13.5805,-0.705839
7.56366,14.137,-0.738798
7.86708,14.4898,-0.760786
7.95584,14.4412,-0.760786
7.86791,14.0765,-0.743292
7.85561,13.8542,-0.733627
7.97632,13.868,-0.737106
8.36219,14.3348,-0.766006
8.43118,14.2514,-0.764218
8.51281,14.19,-0.763686
6.77066,11.1301,-0.593382
8.8462,14.3438,-0.778426
8.93617,14.2926,-0.778619
9.05471,14.2864,-0.781422
9.22802,14.3642,-0.789106
9.34051,14.345,-0.791281
9.48226,14.3691,-0.796017
9.60412,14.3613,-0.798965
9.65116,14.2418,-0.795437
9.80281,14.2761,-0.800946
9.94213,14.2903,-0.805344
10.1131,14.3475,-0.812351
10.2462,14.3485,-0.816121
10.3457,14.3016,-0.817087
10.405,14.1992,-0.814767
10.4633,14.0965,-0.812448
10.5052,13.973,-0.808872
10.5411,13.8431,-0.804909
10.5612,13.6943,-0.799786
10.6069,13.5805,-0.79679
10.6671,13.4861,-0.795002
10.7253,13.39,-0.793117
10.7922,13.3053,-0.791957
10.8679,13.2319,-0.791522
10.9342,13.1473,-0.790411
10.9986,13.0609,-0.789203
11.0636,12.9757,-0.788091
11.1202,12.8811,-0.7864
11.1898,12.8021,-0.785723
11.2344,12.695,-0.783258
11.2934,12.605,-0.781905
11.3699,12.5348,-0.781857
11.4297,12.4464,-0.780649
11.4963,12.3658,-0.779972
11.5651,12.2877,-0.779489
11.6376,12.2136,-0.779296
11.7892,12.2218,-0.78466
11.968,12.2557,-0.791861
12.1827,12.3234,-0.801478
12.4517,12.4419,-0.814719
12.6841,12.5196,-0.825351
11.0246,8.48816,-0.636248
12.85,6.36312,-0.656836
4.50124,12.819,-0.781945
4.61211,12.8814,-0.787722
4.70475,12.8904,-0.790129
4.80046,12.9062,-0.793017
4.89088,12.9063,-0.794943
4.97933,12.9003,-0.796507
5.07044,12.9002,-0.798493
5.16619,12.9105,-0.801201
5.25886,12.9118,-0.803368
5.33952,12.883,-0.803608
5.42894,12.8748,-0.805233
5.54601,12.9303,-0.81107
5.65358,12.961,-0.815343
5.75364,12.9726,-0.818412
5.84462,12.9625,-0.820097
5.92155,12.9209,-0.819736
6.01083,12.9061,-0.82118
6.12791,12.9493,-0.826536
6.22066,12.9393,-0.828402
6.31921,12.9404,-0.831049
6.45837,13.0221,-0.839173
6.56464,13.0348,-0.842724
6.6704,13.0449,-0.846154
6.7747,13.0507,-0.849343
6.83696,12.9753,-0.847057
6.89903,12.9006,-0.84483
6.95473,12.815,-0.841881
7.00145,12.7144,-0.83791
7.04671,12.6128,-0.833878
7.10231,12.5311,-0.83123
7.16165,12.457,-0.829124
7.20728,12.3602,-0.825453
7.26672,12.2883,-0.823527
7.33685,12.2349,-0.822925
6.85272,11.2702,-0.758054
7.58415,11.9711,-0.817209
7.63643,11.8915,-0.814862
7.69019,11.8152,-0.812755
7.75045,11.7494,-0.811431
7.81241,11.6867,-0.810348
7.87781,11.6295,-0.809686
7.94789,11.5793,-0.809566
8.01765,11.5287,-0.809446
8.07329,11.458,-0.807881
8.13126,11.3912,-0.806617
8.20042,11.3403,-0.806557
8.27162,11.2922,-0.806738
8.33778,11.2372,-0.806437
8.41137,11.1922,-0.806918
8.4823,11.1436,-0.807159
8.55235,11.0937,-0.807339
8.64421,11.0717,-0.809686
8.76275,11.0826,-0.814621
8.91232,11.1307,-0.822504
9.07098,11.1875,-0.83117
9.23574,11.2489,-0.840317
9.38308,11.2864,-0.847719
9.47171,3.25635,-0.56669
4.65304,11.4175,-0.861586
4.72071,11.3832,-0.861149
4.78698,11.3458,-0.860495
4.85218,11.3061,-0.859695
4.91987,11.2725,-0.859404
4.98894,11.2421,-0.859404
5.04922,11.1922,-0.857877
5.10824,11.1401,-0.856205
5.17355,11.1022,-0.855696
5.23432,11.055,-0.85446
5.28649,10.9903,-0.851842
5.34726,10.9442,-0.850751
5.40766,10.8978,-0.84966
5.46456,10.8448,-0.848061
6.21441,10.2155,-0.834463
6.27645,10.1764,-0.83439
7.21926,10.5131,-0.89249
7.31211,10.5095,-0.896126
7.43506,10.5476,-0.903543
7.32996,5.43111,-0.627804
9.41361,3.23383,-0.688376
7.04788,-2.97409,-0.520402
7.02766,-3.0165,-0.520257
3.23798,-7.31408,-0.545853
3.19304,-7.33381,-0.545853
4.65429,9.52699,-0.860305
4.74853,9.57055,-0.867139
4.83228,9.59106,-0.871864
4.92598,9.62954,-0.878361
5.01758,9.66192,-0.884351
5.11069,9.69529,-0.890511
5.20393,9.72701,-0.896585
5.29633,9.75532,-0.902407
7.29813,5.47815,-0.735179
7.3196,5.42437,-0.733913
7.34631,5.37465,-0.733238
7.05096,-2.97443,-0.610475
7.03349,-3.01804,-0.610559
2.77804,8.93993,-0.875249
2.82562,8.89995,-0.872919
6.53462,0.679638,-0.602991
6.54758,0.640403,-0.603864
6.53842,0.682168,-0.680891
6.51082,0.638932,-0.677413
2.16225,-4.64933,-0.522742
2.14319,-4.6833,-0.525242
2.10422,-4.6737,-0.522525
6.52433,0.678566,-0.761496
6.51948,0.637649,-0.760407
6.51437,0.596818,-0.759318
2.1317,-4.66297,-0.586889
2.0949,-4.65785,-0.584469
4.08258,2.37854,-0.594662
2.16507,-4.65327,-0.649232
2.12534,-4.64213,-0.645647
2.09396,-4.64876,-0.644718
2.09109,-4.71952,-0.653215
4.07418,2.40402,-0.654997
4.06235,2.36354,-0.650501
4.05695,2.39707,-0.709336
4.07328,2.37312,-0.709649
4.08092,2.34415,-0.708395
3.36448,-1.32211,-0.535154
3.35631,-1.34273,-0.535154
4.097,2.45054,-0.777151
4.06018,2.3948,-0.766873
4.06457,2.36389,-0.764851
4.07814,2.33841,-0.764683
3.34025,-1.31592,-0.574795
3.3376,-1.3386,-0.575806
3.32841,-1.35868,-0.575638
4.04746,2.38957,-0.821035
4.0561,2.36122,-0.819775
4.07989,2.34168,-0.821755
4.13699,2.34082,-0.830755
3.35972,-1.32158,-0.62159
3.28763,-1.31657,-0.60899
3.37056,-1.3518,-0.670584
3.34931,-1.29515,-0.70486
3.3577,-1.32214,-0.708513
3.30863,-1.32632,-0.69938
3.29952,-1.34622,-0.699177
3.37801,-1.4025,-0.718661
3.36141,-1.29982,-0.754052
3.3252,-1.30933,-0.747384
3.30079,-1.32318,-0.743513
3.30527,-1.34857,-0.746524
1.78328,3.43036,-0.906725
0.798772,-2.15897,-0.858865
0.780737,-2.15071,-0.853397
0.755515,-2.16364,-0.854855
