x,y,z
12.0207,9.8643,-0.522572
12.1804,9.87089,-0.527173
12.3281,9.8659,-0.531199
12.466,9.85141,-0.534758
12.6641,9.88232,-0.541048
12.8765,9.92154,-0.54795
13.0198,9.90527,-0.551688
13.2498,9.95243,-0.559309
13.3748,9.91857,-0.562185
13.4709,9.86229,-0.563766
13.6186,9.84267,-0.567648
13.7748,9.8274,-0.57189
13.87,9.76744,-0.573436
13.0663,9.08214,-0.535621
15.0432,7.57132,-0.569014
14.416,7.14515,-0.541983
14.9994,7.31997,-0.563587
14.7501,6.86511,-0.548453
15.3692,4.25256,-0.536843
15.4289,4.06592,-0.537166
15.4323,3.9657,-0.536375
15.488,3.57724,-0.53501
17.4694,3.14098,-0.601689
17.5169,3.03868,-0.602732
17.7609,2.96887,-0.610963
18.1695,2.92268,-0.625198
18.8202,2.90897,-0.648239
19.4822,2.88901,-0.671676
17.5427,1.40154,-0.596262
13.1323,-9.8659,-0.554061
9.49487,11.56,-0.686846
9.58414,11.5238,-0.688248
9.67397,11.4877,-0.689698
9.08655,10.6566,-0.640646
9.13219,10.578,-0.639196
9.18115,10.5037,-0.638036
9.24344,10.4449,-0.637891
9.2707,10.3471,-0.635233
9.27073,6.8695,-0.521327
13.653,9.86018,-0.777894
15.9204,11.2032,-0.904945
15.9585,11.0842,-0.903157
16.0139,10.9776,-0.902432
16.0569,10.8629,-0.901031
16.1025,10.7503,-0.899823
16.1523,10.6409,-0.898904
16.2064,10.5345,-0.898276
11.3994,7.01761,-0.610732
12.5003,1.22588,-0.570766
12.4206,-1.69222,-0.569557
6.3594,-9.78423,-0.527658
6.29116,-9.81045,-0.526933
5.51428,8.03397,-0.550321
5.56291,7.99916,-0.550261
5.62626,7.98528,-0.551766
5.67921,7.95629,-0.552187
5.75132,7.95365,-0.554594
5.82066,7.9464,-0.5567
5.89191,7.94099,-0.558987
5.95851,7.92863,-0.560792
6.01854,7.90701,-0.561936
6.07547,7.881,-0.562778
9.68936,11.5104,-0.869924
9.78636,11.4819,-0.872391
9.86641,11.433,-0.873294
9.9587,11.3978,-0.87534
