x,y,z
6.5976,18.4364,-0.667578
6.68285,18.3195,-0.664667
6.71399,18.0599,-0.656291
6.79459,17.9389,-0.653236
6.82539,17.6918,-0.645328
6.86256,17.4682,-0.638318
6.96033,17.4026,-0.63742
7.03043,17.2698,-0.633933
7.0808,17.0924,-0.628721
7.37756,16.1052,-0.600431
7.1696,15.401,-0.574299
7.4708,15.7939,-0.591696
7.53943,15.6892,-0.58936
7.59435,15.5583,-0.585981
7.57115,15.2723,-0.576383
8.09355,14.0835,-0.547519
8.12797,13.9447,-0.543816
8.21491,13.8971,-0.543924
8.44245,13.8901,-0.547914
11.5484,10.2107,-0.517719
15.9006,3.56991,-0.549424
11.3598,-10.4245,-0.517827
11.2261,-10.4294,-0.514412
11.1153,-10.4542,-0.512112
11.0495,-10.5209,-0.51204
10.9912,-10.5947,-0.512363
10.9639,-10.6989,-0.514269
10.9557,-10.8229,-0.51718
12.0855,-12.5399,-0.589683
12.9069,-13.7254,-0.640942
12.7939,-13.7736,-0.639433
12.6625,-13.8011,-0.636952
13.3319,-14.7108,-0.677356
11.7196,-15.2102,-0.653919
11.5904,-15.2349,-0.651798
11.5051,-15.3169,-0.652301
11.2803,-15.4078,-0.650109
11.0375,-15.471,-0.646838
10.9631,-15.5679,-0.648132
11.0014,-15.8277,-0.656579
10.8953,-16.3075,-0.668693
10.6066,-16.3051,-0.662905
10.5118,-16.3783,-0.663265
10.221,-16.3637,-0.657226
10.121,-16.427,-0.657262
10.0075,-16.4683,-0.656399
7.02941,-17.8976,-0.65489
6.84403,14.9265,-0.757549
6.84607,14.6923,-0.747303
6.866,14.502,-0.739378
6.87521,14.2939,-0.730486
6.88387,14.0899,-0.721787
6.98699,13.059,-0.679646
7.01266,12.9158,-0.674137
7.0831,12.8568,-0.673267
7.10387,12.7093,-0.667516
7.14626,12.6029,-0.664036
7.16569,12.4584,-0.65843
7.2326,12.2251,-0.650311
7.29669,12.1625,-0.649297
7.61819,11.3913,-0.6261
7.97934,10.0876,-0.58536
8.14338,9.9143,-0.583814
8.18938,9.84648,-0.582702
10.8253,7.32317,-0.595412
10.8991,7.27602,-0.597104
10.9283,6.63541,-0.581639
10.9774,6.57336,-0.582122
10.8257,6.39261,-0.571345
11.1979,6.52009,-0.59
11.9108,6.74088,-0.62523
12.0862,6.64572,-0.630401
12.0646,5.51996,-0.604981
11.8849,5.00271,-0.586955
11.9472,4.77198,-0.585505
12.7011,4.71518,-0.618561
12.5718,4.4924,-0.608992
12.5588,3.63633,-0.595654
12.0052,3.39629,-0.566706
12.8278,3.54421,-0.606962
11.8724,3.20188,-0.558007
12.9476,3.40687,-0.610828
13.0534,3.34921,-0.615081
13.1716,3.29353,-0.619962
13.1572,2.44406,-0.610538
11.6324,2.08692,-0.534859
11.7346,0.499323,-0.531331
12.1519,-1.504,-0.555494
11.0835,-3.74235,-0.52906
11.9274,-4.77564,-0.584684
12.4992,-5.27349,-0.619431
12.0993,-5.9115,-0.614598
11.8185,-5.86445,-0.601405
11.8474,-5.96966,-0.604933
11.7821,-6.02769,-0.603386
11.6129,-6.03129,-0.596185
11.5397,-6.17428,-0.596282
13.0589,-7.09033,-0.682014
10.6586,-5.95782,-0.553851
11.6038,-6.67424,-0.610732
11.1416,-6.49973,-0.587148
11.0327,-6.52729,-0.583282
11.0276,-6.61593,-0.585264
11.0166,-6.70163,-0.586955
12.8925,-7.9513,-0.695932
12.7255,-9.93928,-0.744307
11.1852,-8.84739,-0.653066
12.8981,-10.3313,-0.762623
13.1618,-10.6758,-0.783017
12.7039,-10.4343,-0.758467
12.7226,-10.581,-0.763686
12.5766,-10.7234,-0.76272
12.5076,-10.7978,-0.762526
12.432,-10.8664,-0.761946
12.2469,-10.8379,-0.754311
12.236,-10.9628,-0.757935
11.7867,-10.6915,-0.732999
11.3737,-10.4447,-0.710188
11.1865,-10.4001,-0.702069
11.1042,-10.4514,-0.700861
11.0276,-10.5076,-0.70004
10.9665,-10.5786,-0.700281
10.9493,-10.6924,-0.703519
11.7594,-11.6252,-0.763106
9.81703,-11.6767,-0.701151
9.60743,-14.0153,-0.785191
9.50838,-14.055,-0.78408
9.48963,-14.2144,-0.789976
9.40113,-14.2707,-0.789879
5.3651,-12.9675,-0.642048
7.20942,9.71656,-0.69228
7.22272,9.6107,-0.687646
7.25919,9.53681,-0.68542
7.30416,9.4747,-0.684096
7.33206,9.39115,-0.681147
7.39078,9.34755,-0.681268
7.42803,9.27709,-0.679342
9.05818,4.62708,-0.576077
10.7418,2.54868,-0.628432
10.7533,2.48182,-0.628191
10.631,2.18028,-0.617118
9.07306,0.948058,-0.512831
9.60192,-1.78972,-0.551705
9.65952,-3.86519,-0.590099
9.65411,-3.93192,-0.591302
9.59384,-3.97617,-0.588955
9.57938,-4.03923,-0.589617
9.39204,-4.02828,-0.578966
9.36349,-4.08424,-0.578725
10.3466,-5.69749,-0.674949
9.92082,-5.78476,-0.655211
9.76743,-5.77592,-0.646966
9.13001,-5.47484,-0.604662
10.0328,-7.34904,-0.71262
10.0059,-7.42414,-0.714004
8.95763,-7.17222,-0.654669
9.40742,-7.72374,-0.696673
9.37751,-7.796,-0.698057
6.17448,-9.62383,-0.652202
5.27859,-12.976,-0.8074
2.92006,12.2729,-0.882455
7.41955,6.97155,-0.704956
7.44611,6.91096,-0.703356
7.4575,6.83683,-0.700302
7.48157,6.77488,-0.698556
7.5938,6.38387,-0.685977
7.62795,6.02306,-0.671288
8.11474,2.89928,-0.590937
8.17285,2.86362,-0.594064
8.23554,2.82898,-0.597554
9.57052,1.1165,-0.66518
8.62783,-6.9987,-0.772654
8.62018,-7.08062,-0.775999
6.5783,-6.26876,-0.625186
6.2092,-9.55319,-0.793378
6.16016,-9.60622,-0.794687
7.50955,5.21605,-0.736698
7.511,5.14903,-0.733576
7.51935,5.08721,-0.731213
7.67559,4.66093,-0.72286
8.22678,1.42437,-0.669452
8.25895,1.3778,-0.671477
8.34658,-0.207964,-0.669452
8.42465,-1.35872,-0.685061
8.50049,-2.98636,-0.725392
6.87844,-3.05198,-0.599675
8.35601,-4.73774,-0.775847
8.32937,-4.79041,-0.7761
8.31703,-4.85147,-0.777788
8.31369,-4.91814,-0.780403
8.31583,-4.98854,-0.783609
8.3055,-5.0519,-0.785634
8.30657,-5.12265,-0.78884
6.5728,-6.26248,-0.731213
6.52421,-6.293,-0.730032
7.4252,5.35983,-0.855351
7.45795,5.31417,-0.855351
7.65882,2.73481,-0.755378
7.6717,2.68645,-0.754989
7.68334,2.63771,-0.754504
7.68051,2.58417,-0.752563
7.67165,2.52888,-0.750039
7.67944,2.47932,-0.749263
7.69641,2.43275,-0.749457
7.67221,2.37342,-0.745477
7.68209,2.22238,-0.742177
7.72691,1.87989,-0.737809
7.72378,1.829,-0.736354
7.72516,1.77933,-0.735383
7.73496,1.73168,-0.735286
7.74155,1.68334,-0.734898
7.7527,1.63602,-0.734995
7.7548,1.58682,-0.734218
7.75658,1.53766,-0.733442
7.76195,1.48928,-0.733053
7.77095,1.44163,-0.733053
7.77769,1.39357,-0.732859
7.78217,1.34514,-0.732471
7.79514,1.24907,-0.73218
7.80069,1.20091,-0.731986
7.81677,1.15433,-0.732859
7.81287,1.10481,-0.731792
7.85362,0.963487,-0.733927
7.86333,0.915741,-0.734315
7.86287,0.86682,-0.733733
7.86309,0.818042,-0.733248
7.87886,0.770848,-0.734315
7.88245,0.722398,-0.734218
7.8907,0.674359,-0.734606
7.90262,0.62656,-0.735383
7.92617,0.579513,-0.737324
7.96385,0.386077,-0.739848
8.0223,-1.75523,-0.763143
8.02789,-1.80814,-0.764793
8.02343,-1.85893,-0.765472
8.01962,-1.90997,-0.766249
8.06005,-2.1829,-0.776634
8.05801,-2.23551,-0.777799
8.06234,-2.29007,-0.779643
8.07012,-2.34588,-0.781876
8.06988,-2.39961,-0.783331
8.06453,-2.45197,-0.784302
8.06359,-2.50584,-0.785758
8.06988,-2.56219,-0.78799
8.08146,-2.62056,-0.790805
8.08413,-2.67635,-0.792746
8.09773,-2.79157,-0.7976
8.09923,-2.8478,-0.799541
8.11064,-2.90785,-0.80255
6.84771,-3.04076,-0.692967
6.80715,-3.07289,-0.690637
8.01351,-2.0104,-0.865453
8.01547,-2.06325,-0.867083
8.0238,-2.11798,-0.869474
6.82857,-3.02985,-0.778933
6.80713,-3.07047,-0.778607
3.12892,-4.50799,-0.630813
4.79285,-0.472822,-0.606877
4.8214,-0.505532,-0.611126
3.13005,-4.50439,-0.6965
3.11188,-4.53741,-0.698757
4.79999,-0.47635,-0.668631
4.79895,-0.506001,-0.668922
3.13149,-4.45312,-0.759576
3.09733,-4.4625,-0.757835
3.08164,-4.49856,-0.760881
4.78659,-0.442565,-0.724386
4.77985,-0.471539,-0.723759
4.77294,-0.500446,-0.723132
3.14989,-4.47409,-0.829899
3.11054,-4.4763,-0.826606
3.07911,-4.4896,-0.825509
3.06866,-4.53377,-0.830369
4.80045,-0.447511,-0.785238
4.78388,-0.475596,-0.78288
4.76813,-0.503597,-0.780689
4.76833,-0.50164,-0.838315
1.85356,-2.23337,-0.633417
1.82254,-2.2236,-0.62709
1.82663,-2.2567,-0.633643
2.0586,1.62382,-0.602032
2.06776,1.61056,-0.601794
2.07991,1.59962,-0.602508
2.11985,1.60975,-0.611784
1.9562,-2.32902,-0.704786
1.83702,-2.21468,-0.664588
1.82093,-2.22291,-0.663637
1.81276,-2.24083,-0.665778
2.0346,1.60656,-0.625383
2.03984,1.59048,-0.623891
2.04572,1.57498,-0.622648
2.06229,1.56767,-0.624886
2.00971,-2.3907,-0.761665
1.84902,-2.2271,-0.702975
1.81137,-2.20919,-0.693276
1.82459,-2.25338,-0.704218
2.22282,1.77445,-0.725407
2.02822,1.5987,-0.654948
2.03571,1.58444,-0.654168
2.05305,1.57781,-0.656768
2.06653,1.5681,-0.658068
2.12309,1.69706,-0.724391
2.02616,1.59933,-0.685918
2.03593,1.58686,-0.685918
2.04563,1.57434,-0.685918
2.05832,1.56409,-0.687002
2.0571,1.54334,-0.683209
1.84219,-2.21965,-0.771263
1.84744,-2.25399,-0.779662
1.86204,-2.30046,-0.792396
2.02613,1.61673,-0.720613
2.01416,1.58704,-0.712439
2.02235,1.57347,-0.711876
2.03273,1.56162,-0.712158
2.04227,1.54911,-0.712158
2.23522,1.67409,-0.779517
1.90993,-2.24824,-0.825739
1.86155,-2.21877,-0.809956
1.83626,-2.21612,-0.804601
1.81169,-2.21398,-0.799528
1.79928,-2.22655,-0.800091
1.83109,-2.29452,-0.821511
2.00636,1.60321,-0.744662
2.01466,1.58969,-0.744077
2.02287,1.57612,-0.743492
2.03099,1.56251,-0.742907
2.03977,1.54944,-0.742615
2.05536,1.54149,-0.744955
1.84015,-2.19049,-0.834179
1.79591,-2.21953,-0.832424
1.81031,-2.26562,-0.846173
1.80289,-2.28495,-0.849391
2.09048,1.66813,-0.810275
2.0311,1.60039,-0.782062
2.0296,1.57912,-0.777512
2.04983,1.57477,-0.781759
2.06704,1.56792,-0.784792
2.18108,1.63351,-0.826354
2.00615,1.6019,-0.807133
2.00997,1.58486,-0.804623
2.01891,1.57191,-0.804309
2.02249,1.55487,-0.801798
2.032,1.54243,-0.801798
2.05054,1.53676,-0.805564
2.14848,1.58965,-0.841968
