x,y,z
12.2017,12.8147,-0.599712
12.2967,12.7569,-0.600575
13.5399,13.2104,-0.643674
13.7663,12.7871,-0.639073
13.8482,12.3962,-0.631776
14.1643,12.5235,-0.643315
13.2673,11.4435,-0.593458
12.0098,10.231,-0.530732
12.1221,9.8237,-0.524477
17.2392,9.90504,-0.678398
17.1714,9.31319,-0.665889
17.3736,9.28538,-0.67182
17.3127,9.11667,-0.667039
17.111,8.87682,-0.656615
16.8475,8.60932,-0.643782
16.8018,8.45637,-0.639828
17.2124,8.53107,-0.654242
17.2959,8.44063,-0.655501
16.7528,8.04873,-0.631776
16.7296,7.91161,-0.628901
16.6238,7.73712,-0.62279
16.5483,7.5788,-0.617937
17.0492,7.68197,-0.635874
17.0384,7.5517,-0.633609
16.8801,7.35797,-0.625593
15.7095,5.18899,-0.558338
16.0019,4.96079,-0.565851
15.9158,4.61476,-0.559309
15.9784,4.52682,-0.560603
16.4139,3.15963,-0.564485
16.3818,3.04935,-0.562616
16.6081,2.88105,-0.569554
16.6156,2.77744,-0.569194
16.7537,2.69496,-0.573615
17.0523,2.63576,-0.583896
17.0465,2.52785,-0.583105
17.0933,2.42771,-0.584256
17.2564,2.34294,-0.589647
17.2328,2.23214,-0.588282
17.1579,2.11548,-0.585082
17.2023,2.01388,-0.586233
17.5004,1.93999,-0.596585
17.9155,1.87479,-0.611179
17.9436,1.7665,-0.61179
17.97,1.65783,-0.612365
18.2806,1.57341,-0.623221
18.4074,1.4706,-0.627463
18.3852,1.35535,-0.626348
18.3154,1.23727,-0.623545
18.2508,1.12045,-0.620956
18.1955,1.00503,-0.618728
18.1484,0.890773,-0.616823
18.1146,0.777729,-0.615421
18.0811,0.66517,-0.614055
18.0069,0.551828,-0.611251
18,0.441084,-0.610892
17.9434,0.329549,-0.608771
17.9551,0.219566,-0.60913
17.9261,0.10921,-0.608052
17.8984,-0.000782517,-0.607045
17.8701,-0.110432,-0.606039
17.8401,-0.219721,-0.604996
17.8154,-0.328757,-0.60417
17.7891,-0.437474,-0.603307
17.7661,-0.546004,-0.602588
17.7764,-0.65552,-0.603091
17.794,-0.765527,-0.603882
18.0595,-0.888001,-0.613623
18.5576,-1.02668,-0.631776
18.9599,-1.16568,-0.646514
19.5307,-1.32113,-0.667363
15.0067,-2.50978,-0.51053
16.6057,-5.82774,-0.596262
13.718,-7.01159,-0.517396
13.5496,-9.0544,-0.549424
13.4765,-9.1256,-0.548669
12.0645,-10.2793,-0.533356
11.9981,-10.3505,-0.533212
2.78977,12.3991,-0.577966
2.8658,12.3818,-0.577966
5.60042,13.9879,-0.692066
6.62529,12.0256,-0.627356
6.66192,11.9185,-0.623683
6.68517,11.7896,-0.618802
6.54079,11.3717,-0.59778
6.6039,11.3202,-0.597152
6.66408,11.264,-0.596282
6.68991,11.1509,-0.592223
6.69073,10.9987,-0.58594
6.74971,10.9439,-0.585167
6.95121,11.1174,-0.597442
6.99203,11.0315,-0.594977
7.24852,11.2825,-0.611892
7.04404,10.8176,-0.587632
7.09048,10.7442,-0.585892
7.30562,10.9238,-0.598892
7.4787,10.891,-0.602275
7.5277,10.8195,-0.600776
7.83346,10.6895,-0.604256
7.85545,10.5827,-0.600728
8.08948,10.7594,-0.614356
8.03555,10.5522,-0.604788
8.09526,10.4964,-0.604401
8.42134,10.5132,-0.614791
8.36049,10.307,-0.605174
8.68149,9.80982,-0.596862
9.89237,9.52687,-0.62755
10.2623,6.4046,-0.548342
15.5277,6.42458,-0.776106
15.4588,6.175,-0.76847
15.4471,6.06069,-0.765909
15.4048,5.93527,-0.761801
15.2435,5.23731,-0.742906
15.176,5.1102,-0.737831
15.1321,4.99226,-0.734013
15.1263,4.88764,-0.732177
15.1246,4.78479,-0.730582
15.0535,4.66087,-0.725508
15.0216,4.55017,-0.722463
14.6636,3.38122,-0.691148
14.6178,3.27632,-0.687861
14.581,3.17424,-0.685058
14.5641,3.07707,-0.68327
