x,y,z
7.31804,15.9753,-0.595291
9.58151,15.9842,-0.633574
9.76016,15.8382,-0.632423
10.3766,16.6094,-0.667686
11.6758,16.152,-0.680124
10.2533,12.4926,-0.544571
10.5316,12.6723,-0.55593
11.5555,12.9067,-0.586376
13.0516,11.2574,-0.583213
13.2067,10.9738,-0.580877
13.4296,10.8832,-0.58501
13.8082,10.6394,-0.590259
13.956,10.6174,-0.593997
13.9514,10.4794,-0.59087
13.9223,10.3245,-0.5867
13.3019,9.61379,-0.553594
13.2899,9.48149,-0.550466
13.2432,9.32612,-0.545865
13.6358,9.47796,-0.560567
13.5965,9.32741,-0.556325
14.1121,9.42855,-0.573723
14.7204,9.70482,-0.597448
14.7755,9.61159,-0.597268
14.0554,9.02092,-0.563982
12.9267,8.18501,-0.513586
12.9733,8.10342,-0.513442
13.1189,8.0829,-0.517504
13.7071,8.32971,-0.540186
15.4227,9.24309,-0.609993
13.9993,8.27375,-0.548166
14.1552,8.24909,-0.552551
15.2289,8.75004,-0.595003
15.0614,8.53133,-0.585873
14.8587,8.2965,-0.575377
14.9207,8.21143,-0.575844
15.8185,8.57948,-0.610532
15.885,8.4898,-0.611107
15.9244,8.38565,-0.610604
16.2381,8.424,-0.621244
16.2797,8.3192,-0.620849
16.4162,8.26228,-0.624299
16.5615,8.20844,-0.62811
16.6393,8.12025,-0.629224
17.0204,8.17726,-0.642452
17.3367,8.1987,-0.653056
17.5824,8.18325,-0.660821
17.5914,8.05649,-0.659203
17.5785,7.92048,-0.656759
17.5912,7.79668,-0.655357
17.5617,7.65505,-0.652337
17.5615,7.52708,-0.650504
17.5576,7.39822,-0.648563
17.5639,7.27429,-0.647053
17.5564,7.14529,-0.64504
17.5415,7.01406,-0.642776
17.559,6.89643,-0.641805
17.5982,6.78748,-0.641697
17.533,6.63903,-0.637599
17.4872,6.4993,-0.634292
17.4986,6.3816,-0.633214
17.5205,6.26806,-0.632567
17.5388,6.15349,-0.631812
17.5574,6.03925,-0.631093
17.6017,5.93396,-0.631381
17.615,5.81833,-0.630518
17.6275,5.70275,-0.629655
17.9432,5.6835,-0.640259
18.7213,5.8038,-0.668261
14.9685,-8.00167,-0.573759
13.6458,-8.99804,-0.551185
13.5247,-9.03774,-0.548345
13.4069,-9.07853,-0.54565
13.3312,-9.14705,-0.544787
13.242,-9.20586,-0.543349
13.1632,-9.2714,-0.542378
13.0825,-9.33516,-0.541336
13.0015,-9.39827,-0.540294
12.9266,-9.46547,-0.539539
12.8523,-9.53271,-0.53882
5.61465,15.9805,-0.782582
5.66377,15.8094,-0.775574
5.70722,15.628,-0.768035
5.78992,14.992,-0.740634
5.89057,14.9785,-0.741794
5.78675,14.4534,-0.716326
5.98625,14.4357,-0.719177
5.50778,10.1436,-0.521521
7.89771,13.5384,-0.7214
7.64603,12.924,-0.689601
7.73392,12.8914,-0.690423
6.79506,11.1702,-0.595654
6.8813,11.1573,-0.597297
7.01182,10.6249,-0.578981
8.67947,10.7003,-0.629676
8.6765,10.5635,-0.624457
7.90902,9.50933,-0.561487
7.99424,9.49272,-0.563516
11.2778,7.7306,-0.624602
11.6384,7.76966,-0.640114
11.8652,7.81625,-0.650505
12.052,7.83368,-0.658527
12.1898,7.81728,-0.663698
12.3709,7.82672,-0.671334
12.3526,7.70942,-0.667564
12.3945,7.63034,-0.667274
12.5145,7.59873,-0.67143
12.7734,7.64908,-0.683415
12.981,7.66554,-0.692452
13.1831,7.67623,-0.701151
13.2715,7.61907,-0.703471
13.5275,7.65607,-0.715118
13.7644,7.67903,-0.725653
13.8576,7.61994,-0.728214
13.6021,7.37103,-0.71159
13.6047,7.26485,-0.70927
13.6075,7.15937,-0.706999
13.6068,7.05276,-0.704582
13.496,6.89055,-0.696222
13.4925,6.78472,-0.693757
13.4873,6.67875,-0.691244
13.5119,6.58799,-0.690374
13.5259,6.49242,-0.688973
13.5411,6.39778,-0.687668
13.5321,6.29225,-0.685107
13.5369,6.19372,-0.683319
14.2987,5.10964,-0.69772
14.7483,5.16851,-0.719177
5.99031,-10.1446,-0.533071
5.91639,-10.1613,-0.531959
3.36922,12.7721,-0.759197
3.48521,12.0088,-0.716712
3.5557,11.9767,-0.71605
3.60882,11.8878,-0.711838
6.73933,7.61853,-0.576077
6.74799,7.53465,-0.572647
6.7894,7.48793,-0.572226
6.82982,7.44024,-0.571745
10.0415,7.34898,-0.713041
10.1074,7.30243,-0.714606
10.1537,7.24143,-0.714726
10.2061,7.18474,-0.715328
10.2811,7.14363,-0.717615
10.389,7.12444,-0.722309
10.4292,7.05832,-0.722068
10.4241,6.96204,-0.718578
10.4308,6.87433,-0.71599
10.4452,6.79225,-0.714004
10.4598,6.71078,-0.712078
10.4135,6.50209,-0.702992
10.4209,6.41818,-0.700705
10.4396,6.34168,-0.699261
10.403,6.23237,-0.693965
10.4135,6.15217,-0.692039
10.4054,6.06153,-0.68885
10.4025,5.9747,-0.686082
10.4077,5.89306,-0.683915
10.4027,5.80622,-0.681087
7.83511,-7.19232,-0.60406
7.78059,-7.23075,-0.603217
2.27553,10.1126,-0.718408
2.36991,10.2384,-0.728879
2.44722,10.2848,-0.73346
2.46318,10.0768,-0.71899
3.87053,9.66624,-0.721826
3.43806,8.01021,-0.598208
3.80439,8.03419,-0.610788
4.35837,8.26664,-0.644019
4.16305,7.66645,-0.598717
5.08529,8.8407,-0.706264
4.84958,6.87908,-0.576321
8.86021,6.15337,-0.749167
8.86407,6.07577,-0.746185
8.86567,5.99723,-0.743059
8.88903,5.93386,-0.741895
8.91028,5.86933,-0.740586
8.91853,5.79661,-0.738187
8.91615,5.71754,-0.734914
8.92999,5.64939,-0.733097
8.94757,5.58393,-0.731642
8.96128,5.51637,-0.729897
8.96171,5.4411,-0.727061
9.39018,4.36591,-0.717681
7.38493,-3.95175,-0.57334
7.33425,-3.98271,-0.571158
3.90211,-7.30855,-0.566722
2.04075,9.07208,-0.74986
2.10424,9.09336,-0.752813
3.55654,7.39488,-0.657302
7.96812,4.19262,-0.724885
7.96981,4.13127,-0.722607
8.07577,4.12352,-0.730285
7.36977,-3.94271,-0.670211
7.34282,-3.98643,-0.669958
4.68316,-5.56982,-0.578666
4.64126,-5.58925,-0.577654
3.91054,-7.32257,-0.665402
2.2783,7.1753,-0.696461
2.32566,7.1716,-0.697529
6.88808,3.95215,-0.736742
6.9919,3.9549,-0.745672
7.10991,3.96428,-0.756154
6.11852,-1.33898,-0.573096
4.66004,-5.5457,-0.668702
4.62529,-5.57342,-0.668604
2.43122,6.41282,-0.711978
5.98543,3.83885,-0.739586
6.01643,3.80684,-0.740564
6.12907,3.82564,-0.752085
6.22269,3.83121,-0.761107
6.3251,3.84094,-0.771215
6.4364,3.85466,-0.782411
6.10804,-1.29532,-0.644805
6.09706,-1.33214,-0.644479
6.0878,-1.36931,-0.64437
4.10634,-3.58881,-0.558394
4.07829,-3.60867,-0.557524
2.7797,3.74212,-0.530138
2.81215,3.73769,-0.532074
5.26811,3.80234,-0.753873
5.29134,3.76994,-0.753873
5.316,3.73855,-0.754115
5.3527,3.71548,-0.756172
5.41879,3.71231,-0.762585
5.58118,3.72379,-0.779768
5.67605,3.73697,-0.790295
5.76962,3.74805,-0.80058
6.1105,-1.29799,-0.72338
6.09854,-1.33461,-0.722896
6.07183,-1.36786,-0.720597
4.09015,-3.57735,-0.624279
4.06664,-3.60106,-0.624037
2.78511,3.75406,-0.58789
2.8075,3.73611,-0.587757
4.66237,3.63725,-0.753859
4.69559,3.61704,-0.755718
4.73348,3.60016,-0.758374
4.80541,3.60854,-0.766738
5.0301,3.6344,-0.793028
5.27033,3.66222,-0.821442
4.08147,-3.56581,-0.687737
4.05654,-3.58816,-0.687206
2.78367,3.74747,-0.645859
2.80245,3.72479,-0.644844
4.03777,3.65437,-0.759866
4.14422,3.56968,-0.763347
4.16153,3.54034,-0.762477
4.55004,3.54575,-0.807151
4.63601,3.56726,-0.819045
4.78152,3.58671,-0.837756
4.13464,-3.57171,-0.762477
4.07987,-3.56836,-0.756095
4.0616,-3.5966,-0.75682
4.04904,-3.63004,-0.758706
2.79587,3.76856,-0.7062
2.80648,3.73476,-0.702908
3.62162,3.48955,-0.759662
3.71708,3.45186,-0.76656
