x,y,z
13.522,7.22696,-0.514736
13.9734,7.24915,-0.529474
13.7036,6.58385,-0.510099
14.3475,6.1496,-0.524729
14.2507,5.2965,-0.510099
14.7275,4.76461,-0.52002
14.9217,4.52578,-0.524118
14.9281,4.42789,-0.523327
15.2093,4.40995,-0.532853
14.9396,4.13371,-0.520811
15.04,4.06228,-0.523615
15.2337,4.01449,-0.529905
15.1729,3.89905,-0.526742
15.4021,3.85734,-0.534362
15.3808,3.75187,-0.532709
15.4123,3.65951,-0.533032
15.4403,3.56622,-0.533248
15.5145,3.48323,-0.535189
16.8555,3.24462,-0.580661
16.9802,3.16071,-0.584507
17.0268,3.06141,-0.585514
17.0866,2.96405,-0.587023
17.3371,2.89803,-0.595507
17.7433,2.85412,-0.609669
16.098,1.38561,-0.544427
16.0823,1.2849,-0.543565
12.9068,-9.20977,-0.533572
12.7577,-9.22205,-0.529474
9.43752,-11.9422,-0.510746
7.72733,10.6815,-0.600921
8.20975,9.74868,-0.579706
8.27719,9.70724,-0.580286
8.44037,9.77649,-0.58797
8.52518,9.7531,-0.589806
8.62391,9.74474,-0.592658
8.7082,9.71917,-0.594446
8.79317,9.69367,-0.596282
12.0249,11.724,-0.775623
12.1023,11.6555,-0.776009
12.212,11.6175,-0.778571
12.3223,11.5793,-0.78118
12.3968,11.5069,-0.781422
10.5829,7.15917,-0.581252
11.8636,7.60805,-0.644947
11.052,6.89754,-0.593382
11.4661,4.41742,-0.557572
11.6496,4.32471,-0.56429
11.7601,4.20227,-0.567286
11.7631,4.1221,-0.566126
11.9887,3.95496,-0.573858
12.0222,3.8844,-0.574342
12.0118,3.71884,-0.571442
12.2389,3.70705,-0.581784
12.2532,3.46646,-0.579174
12.2636,3.38828,-0.578643
12.3343,3.3265,-0.581156
9.25597,-8.09071,-0.557862
9.20016,-8.14206,-0.557476
3.96552,8.51484,-0.529139
4.05851,8.31125,-0.520473
4.10189,8.27098,-0.51945
4.08386,8.10926,-0.510243
8.53942,11.509,-0.826837
8.60688,11.4524,-0.826536
8.66731,11.3866,-0.825573
8.63889,11.2059,-0.815885
8.54582,10.2794,-0.768766
6.88684,6.31676,-0.52625
6.84558,6.20201,-0.519751
6.82846,6.11063,-0.515298
8.55145,7.10329,-0.633065
8.18144,4.63258,-0.529681
8.17833,4.56478,-0.527514
8.15896,4.48854,-0.524265
8.13983,4.41318,-0.521075
8.13154,4.34434,-0.518668
8.14391,4.28692,-0.517705
8.26134,4.2842,-0.523903
8.30347,4.2416,-0.524987
11.0732,1.2257,-0.63451
11.0447,1.154,-0.632343
10.9958,-1.7024,-0.633667
10.9901,-1.77063,-0.633968
3.89212,8.48734,-0.643438
3.94328,8.46149,-0.643292
3.95288,8.34789,-0.636093
3.99841,8.3118,-0.635148
4.09049,8.37134,-0.641983
6.44561,8.14826,-0.720153
6.55285,8.18018,-0.726843
5.70898,5.43024,-0.537127
5.99321,5.4941,-0.555451
9.2713,2.99529,-0.673033
9.47281,2.86895,-0.684304
5.55852,-6.69522,-0.597118
3.89786,8.50162,-0.754416
3.95584,8.35588,-0.745304
3.99408,8.30451,-0.742773
4.04627,8.28254,-0.743026
4.1165,8.29683,-0.746738
4.16611,8.02245,-0.727923
5.65631,4.81542,-0.591491
5.09084,4.28048,-0.52568
5.10628,4.24025,-0.524498
5.09228,4.02165,-0.511927
8.1155,2.9004,-0.692233
8.31351,2.8566,-0.706829
2.46695,6.15671,-0.609106
3.01636,7.1446,-0.718591
3.03187,7.06011,-0.711603
3.1126,6.89515,-0.700052
3.62282,6.57203,-0.694132
4.49825,4.32966,-0.571154
4.66824,4.43848,-0.59047
4.67145,4.38726,-0.587267
4.64576,4.30977,-0.580278
4.61782,4.23142,-0.573096
4.62156,4.18296,-0.570184
4.65085,4.15784,-0.570669
5.0251,4.27532,-0.605708
5.07715,4.26618,-0.609008
4.57033,3.74544,-0.538542
5.32558,3.99498,-0.611532
4.775,3.53623,-0.541745
5.96906,1.18303,-0.555722
6.09581,-1.41261,-0.572513
4.40834,4.24599,-0.631327
5.15569,4.12333,-0.683935
4.99886,3.70469,-0.642414
4.53946,3.27874,-0.574372
4.52792,3.22832,-0.570133
6.4699,2.86513,-0.735781
6.76892,2.84969,-0.765129
5.9882,1.22719,-0.630458
5.98782,1.18887,-0.629588
5.99207,1.15155,-0.629262
6.08413,-1.40776,-0.644914
2.53772,-5.12402,-0.587306
2.50188,-5.13056,-0.586219
2.20936,4.44892,-0.567407
3.81095,2.96955,-0.55083
3.81966,2.93885,-0.549378
3.83683,2.91475,-0.549257
4.55484,3.33003,-0.649689
4.55345,3.28633,-0.646422
4.55737,3.24681,-0.644002
4.57558,3.21764,-0.64376
4.61236,3.20139,-0.646301
5.5529,2.91956,-0.726647
5.576,2.88817,-0.727373
5.7201,2.87437,-0.742257
5.78211,2.86124,-0.748307
5.84775,2.84919,-0.754841
5.95183,1.21761,-0.702447
5.96211,1.18165,-0.70281
5.96048,1.14336,-0.701721
6.10573,-1.37549,-0.724832
6.0875,-1.41069,-0.723622
6.08453,-1.44939,-0.724348
2.5045,-5.06154,-0.650294
2.47775,-5.08573,-0.651504
1.41672,4.03547,-0.534647
1.44813,4.04537,-0.537303
1.47157,4.03268,-0.536771
1.49421,4.018,-0.535975
2.1201,3.79529,-0.544074
2.27337,3.49331,-0.520042
3.30693,3.83239,-0.639805
4.08941,3.31319,-0.666759
3.8621,3.01302,-0.617897
3.88222,2.9528,-0.615109
5.21397,2.86856,-0.758905
5.41411,2.85012,-0.781344
5.95291,1.22104,-0.775767
5.93502,1.17947,-0.772315
5.97037,1.14846,-0.776165
2.57359,-5.11503,-0.728765
2.52192,-5.08987,-0.722657
2.49194,-5.10792,-0.723055
2.45798,-5.11776,-0.722259
