x,y,z
9.63711,17.0101,-0.666464
9.48485,16.5044,-0.647952
9.57789,16.4321,-0.647377
9.77567,16.5373,-0.654242
9.98229,16.6527,-0.661611
9.98047,16.4204,-0.654422
10.0396,16.2916,-0.651582
9.6983,15.5237,-0.621639
9.85219,15.5568,-0.625593
10.4211,16.0169,-0.650576
10.6634,16.1712,-0.659994
10.8385,16.2193,-0.664918
10.861,16.0391,-0.659994
10.7382,15.0487,-0.628218
10.852,15.0124,-0.629548
10.9498,14.9536,-0.629907
11.2015,15.1021,-0.639576
11.1139,14.7934,-0.628793
11.3781,14.9531,-0.639109
11.006,14.2815,-0.61179
11.4661,14.6911,-0.633574
11.2305,13.8557,-0.604781
11.2811,13.7448,-0.60284
11.3735,13.6853,-0.603307
11.131,13.2276,-0.585082
11.2897,13.2503,-0.589396
11.2572,13.0491,-0.583141
11.3746,13.0227,-0.58519
11.537,13.0463,-0.589683
11.4082,12.7422,-0.578432
11.4976,12.6845,-0.579043
10.4853,11.4261,-0.521062
11.702,12.5959,-0.581667
11.7031,12.4431,-0.577677
11.771,12.3624,-0.577246
11.7315,12.1705,-0.571279
11.7822,12.0739,-0.570057
11.4796,11.6204,-0.55079
11.5754,11.5744,-0.552048
11.6931,11.5496,-0.55442
11.816,11.5285,-0.557044
11.7872,11.3601,-0.552084
11.6946,11.1332,-0.544032
11.2581,10.5868,-0.519121
11.7959,10.8228,-0.539071
12.1331,10.9959,-0.552228
11.5287,10.32,-0.519804
11.6277,10.2809,-0.52153
11.7222,10.2369,-0.523039
11.8976,10.2621,-0.528395
11.7093,9.97502,-0.516533
11.7778,9.78651,-0.514053
11.9728,9.82499,-0.520343
12.0441,9.63862,-0.518115
12.1241,9.58126,-0.519085
12.1126,9.45197,-0.515886
12.1609,9.37016,-0.515455
12.3612,9.28504,-0.519337
12.6116,8.53846,-0.511069
13.371,7.46586,-0.514089
13.4279,7.38994,-0.514556
13.5872,7.36934,-0.519229
13.715,7.33011,-0.522608
13.8384,7.28726,-0.525807
13.9246,7.22384,-0.527497
14.0407,7.1751,-0.530408
14.967,7.0781,-0.55877
15.2521,7.09872,-0.568367
15.3508,7.03038,-0.57056
15.3481,6.91553,-0.568763
15.3701,6.81232,-0.567972
15.3905,6.7087,-0.567145
15.3947,6.59839,-0.565707
15.422,6.49837,-0.565204
15.4394,6.39445,-0.564341
15.4515,6.28867,-0.563299
15.4926,6.19485,-0.563407
15.5907,6.01326,-0.564305
15.5965,5.90581,-0.563119
15.6371,5.81174,-0.563299
15.6518,5.70815,-0.562508
15.6565,5.60123,-0.561358
15.6943,5.50638,-0.561502
15.7363,5.41291,-0.561825
15.7834,5.32104,-0.562364
15.8319,5.22942,-0.562975
15.8647,5.13249,-0.563011
15.8882,5.03263,-0.562724
15.9217,4.93594,-0.562832
15.9775,4.84598,-0.563802
16.0519,4.76121,-0.565492
16.0399,-1.87916,-0.54414
16.0191,-1.97644,-0.543816
12.9909,-11.0687,-0.577138
12.8933,-11.1228,-0.575736
12.3642,-12.5179,-0.596118
12.2718,-12.5778,-0.595327
12.1826,-12.6406,-0.594716
12.0848,-12.6942,-0.593673
11.982,-12.7419,-0.592379
11.8417,-12.7485,-0.589108
11.7201,-12.7738,-0.586808
11.5898,-12.7885,-0.58404
11.4604,-12.8027,-0.581308
11.3459,-12.8324,-0.579367
11.2288,-12.8581,-0.577282
11.1158,-12.8874,-0.575413
11.0015,-12.9143,-0.573472
10.8365,-12.8798,-0.568691
10.7202,-12.9015,-0.566606
10.6257,-12.9485,-0.565743
10.4931,-12.9482,-0.562724
10.3742,-12.9632,-0.560459
10.2529,-12.9741,-0.558051
10.143,-12.9982,-0.55629
10.0191,-13.0032,-0.553701
9.9083,-13.0238,-0.551868
9.77898,-13.0189,-0.548921
9.66618,-13.0345,-0.546944
9.54883,-13.0427,-0.544679
9.43642,-13.0565,-0.542702
9.32595,-13.0719,-0.540833
9.2191,-13.0913,-0.539179
9.10837,-13.1041,-0.537274
8.98879,-13.1029,-0.534794
8.88637,-13.1255,-0.533392
3.97577,15.0598,-0.716664
4.04463,14.9483,-0.712315
4.38779,15.8309,-0.757887
4.51183,15.8988,-0.762671
4.977,15.3609,-0.744307
4.83771,14.3287,-0.694772
4.05353,11.5362,-0.554673
4.1212,11.5027,-0.554238
5.26566,14.4186,-0.705742
5.41045,14.5377,-0.713571
4.7617,12.5578,-0.612858
5.1362,13.2989,-0.652824
5.21625,13.2634,-0.652631
5.47756,13.6809,-0.67607
5.80146,14.2363,-0.706854
5.86193,14.1358,-0.703471
5.35074,12.6823,-0.629048
5.42767,12.6474,-0.628951
5.49358,12.5873,-0.62755
5.69562,12.4214,-0.624215
6.1735,12.8348,-0.652148
6.2631,12.8191,-0.653356
6.33365,12.7643,-0.652486
9.01735,15.0311,-0.811143
9.10781,14.768,-0.802541
9.12518,14.595,-0.795872
9.19211,14.5033,-0.793842
9.1897,14.3046,-0.785675
9.3381,13.5993,-0.761221
9.40426,13.5171,-0.759772
9.4617,13.4232,-0.757645
9.51603,13.3259,-0.755326
9.48874,13.1167,-0.746337
9.5531,13.0365,-0.745032
9.62279,12.964,-0.74421
9.66615,12.8568,-0.741311
9.71036,12.752,-0.738556
9.74146,12.6312,-0.734835
9.73579,12.465,-0.728311
9.80093,12.3909,-0.727441
9.87053,12.3227,-0.726958
9.87675,12.1766,-0.721642
9.93987,12.1019,-0.720772
9.90218,11.9062,-0.712315
9.92358,11.7841,-0.708449
9.86934,11.5748,-0.699025
9.88601,11.4513,-0.695014
9.83251,11.249,-0.685928
9.86627,11.1488,-0.683367
9.88118,11.0286,-0.679501
9.92249,10.9389,-0.677616
9.95767,10.8432,-0.675345
9.7282,10.4637,-0.654323
9.86204,10.478,-0.659252
9.9537,10.4462,-0.661185
