x,y,z
14.3219,-6.88233,-0.534794
14.4222,-7.03978,-0.540509
13.7187,-8.22346,-0.538568
13.4024,-8.14605,-0.527389
13.701,-8.4431,-0.542127
13.471,-8.41581,-0.534578
13.4562,-8.52184,-0.53616
13.619,-8.74245,-0.545362
13.6723,-8.89561,-0.549963
13.2595,-8.74332,-0.534542
13.184,-8.81008,-0.533608
13.3159,-9.01689,-0.541695
13.2603,-9.09842,-0.541695
12.8859,-8.95827,-0.527748
13.3601,-9.41009,-0.551041
13.2533,-9.45706,-0.548885
12.8079,-9.25835,-0.531702
12.7678,-9.34916,-0.532457
13.0329,-9.66666,-0.546908
12.8638,-9.66421,-0.541983
12.5567,-9.67676,-0.533464
12.5325,-9.7813,-0.535081
12.037,-9.63459,-0.517827
11.9963,-9.72337,-0.51869
12.2887,-10.0859,-0.535081
12.1405,-10.0896,-0.531055
12.4209,-10.4522,-0.547159
11.891,-10.1315,-0.52516
12.3076,-10.6175,-0.547914
12.3273,-10.7671,-0.551976
12.6216,-11.3002,-0.572609
12.732,-13.707,-0.636162
12.6787,-13.8187,-0.637815
12.6903,-14.0029,-0.642991
12.7435,-14.2361,-0.650504
12.8505,-14.5342,-0.661072
13.0089,-14.8965,-0.674624
10.4305,-15.0063,-0.620597
3.18952,14.1766,-0.666114
3.65036,12.8624,-0.609959
3.61531,12.4474,-0.590193
3.7647,12.6711,-0.602613
3.95012,12.7212,-0.607542
4.54969,12.4577,-0.604739
4.31908,10.7868,-0.525242
5.73609,12.115,-0.611602
6.44978,12.6074,-0.648233
6.78764,12.1435,-0.636152
6.96925,11.9466,-0.632237
6.17969,9.61852,-0.516205
6.4102,9.33467,-0.510937
7.16265,10.2947,-0.569847
7.18368,10.1909,-0.566319
9.08874,8.23058,-0.556316
9.09887,8.13869,-0.553706
9.09251,8.0331,-0.550082
10.0222,7.0521,-0.555978
10.0685,6.99275,-0.556171
10.1343,6.94665,-0.557524
11.2878,7.63606,-0.622427
12.1238,7.98661,-0.665486
12.4154,8.06995,-0.679501
10.3142,6.17613,-0.544717
10.2383,6.04568,-0.538338
10.7273,4.98776,-0.535439
10.8203,4.95053,-0.538773
10.9261,4.91808,-0.542784
10.883,4.81858,-0.538918
12.3689,-2.62393,-0.574825
11.9544,-4.53298,-0.581639
11.6212,-4.98736,-0.574922
12.288,-5.63444,-0.617111
11.4038,-5.57175,-0.577145
11.8955,-6.36462,-0.615806
11.8536,-6.43606,-0.615661
11.8279,-6.51638,-0.616434
11.8043,-6.59809,-0.617353
11.5734,-11.5826,-0.755277
7.3534,-10.87,-0.598022
5.25356,-13.6358,-0.670077
3.98334,-10.9355,-0.52616
3.45981,11.1504,-0.666705
6.02364,10.0451,-0.668991
5.9124,7.57292,-0.542077
7.56903,9.45319,-0.692942
8.00222,9.86944,-0.728868
7.91185,9.16818,-0.692942
8.2305,8.74804,-0.686984
8.37044,8.47029,-0.680786
8.37001,8.36655,-0.676333
8.52206,8.41462,-0.684878
8.69501,8.48065,-0.695108
9.19566,7.44957,-0.676333
7.40055,5.77309,-0.528718
7.64282,5.52192,-0.531305
9.81558,7.00034,-0.689692
10.0102,7.04685,-0.700885
10.3062,6.00375,-0.68193
10.2809,5.82126,-0.675129
10.3635,5.78433,-0.678379
10.4189,5.7317,-0.679763
10.7943,4.86155,-0.676574
8.65839,3.58441,-0.527815
10.0714,3.05289,-0.59732
10.8076,1.33076,-0.619345
9.39343,-1.16046,-0.533472
8.77584,-2.60531,-0.514757
7.19341,-7.37514,-0.583961
7.13832,-7.40908,-0.583118
4.76671,8.5272,-0.674924
4.57842,8.07353,-0.639366
5.28798,7.1232,-0.609479
6.01973,5.94079,-0.579302
6.09218,5.86647,-0.579302
6.59397,5.3391,-0.581266
6.62349,5.29604,-0.580975
7.35637,3.98585,-0.572685
7.36661,3.93312,-0.571522
6.79274,3.52019,-0.520475
6.73118,3.38414,-0.511967
7.39113,1.75153,-0.516476
7.40137,1.6583,-0.515676
7.54133,1.35254,-0.521275
7.97827,0.094144,-0.544399
7.97071,0.0451422,-0.543817
8.78268,-4.29141,-0.67536
8.86677,-4.74443,-0.695866
8.86817,-4.8154,-0.698411
8.86205,-4.88272,-0.700374
8.88416,-4.9662,-0.704737
8.92206,-5.05947,-0.710482
8.94099,-5.14296,-0.714699
7.16055,-7.34496,-0.710555
7.11812,-7.39163,-0.710846
3.48562,-7.49741,-0.565486
2.64401,10.5386,-0.882495
2.70067,10.4913,-0.879795
2.73651,10.3666,-0.870345
3.4533,8.78169,-0.761503
3.50897,8.76497,-0.761925
5.43064,5.10354,-0.593516
5.4823,5.08911,-0.595878
5.59716,5.13214,-0.605497
6.19957,4.59442,-0.615875
6.22282,4.55277,-0.615369
6.26276,4.52325,-0.616634
6.47133,3.10658,-0.570313
7.0402,2.66328,-0.599844
7.09396,1.82055,-0.582632
7.44391,0.684354,-0.595456
7.98513,0.193107,-0.638824
7.98418,0.144071,-0.638656
8.15206,-3.14805,-0.702442
8.1771,-3.21552,-0.706492
8.21176,-3.34608,-0.713326
8.22882,-3.41206,-0.716785
8.24904,-3.47991,-0.720582
8.29438,-3.55915,-0.726742
8.32809,-3.63429,-0.731888
8.35481,-3.70715,-0.736445
6.5396,-4.08846,-0.615537
6.50766,-4.12424,-0.614862
3.48024,-7.48388,-0.661352
3.15148,9.14222,-0.905338
3.18937,9.07106,-0.9
3.24161,9.04195,-0.899029
3.26629,8.93776,-0.890294
3.78018,7.73267,-0.801676
3.80808,7.6701,-0.797405
3.8385,7.61371,-0.793814
3.92136,7.43435,-0.781973
3.9561,7.38997,-0.77974
3.99235,7.34894,-0.777896
4.03736,7.3243,-0.777896
4.94692,5.87143,-0.71102
5.0225,5.8148,-0.711603
5.29048,5.09248,-0.678408
6.15929,2.68019,-0.617356
7.125,0.213927,-0.657442
7.47699,-0.787725,-0.695491
7.49179,-0.835792,-0.697432
7.56867,-1.75364,-0.71995
7.57907,-1.80512,-0.722085
7.59396,-1.85797,-0.724706
7.63165,-1.91689,-0.729656
7.65058,-1.97162,-0.732762
7.67106,-2.02717,-0.736062
7.94623,-2.73936,-0.781973
6.53883,-4.03499,-0.711603
6.52745,-4.08348,-0.713156
6.48546,-4.1128,-0.711215
3.85308,7.53237,-0.887191
4.266,6.5521,-0.816975
4.28258,6.49012,-0.812302
4.30132,6.43232,-0.808171
4.47357,5.95071,-0.776107
4.51105,5.84971,-0.769802
4.53829,5.81095,-0.768281
4.56276,5.76897,-0.766324
4.57135,5.7075,-0.761651
4.59,5.65927,-0.758824
4.60823,5.61103,-0.755998
4.63431,5.57271,-0.754585
4.65497,5.5282,-0.752303
4.67655,5.48516,-0.750238
4.69712,5.44132,-0.748064
5.06338,4.93706,-0.735347
5.16917,4.79846,-0.733281
5.2255,4.67467,-0.728716
5.27948,4.60757,-0.728282
5.40714,4.27028,-0.715456
6.29581,2.20668,-0.691543
6.74579,0.787587,-0.704695
7.20392,-0.891153,-0.755781
7.21704,-0.937773,-0.757846
7.23676,-0.985527,-0.760672
7.2542,-1.03328,-0.763281
7.2605,-1.07967,-0.764694
7.25865,-1.12496,-0.765237
5.84038,-0.941809,-0.608936
7.33548,-1.22924,-0.775346
7.34837,-1.2778,-0.777628
7.65466,-2.07084,-0.829149
7.66959,-2.12547,-0.832301
7.66979,-2.17629,-0.833823
4.83032,5.00482,-0.809776
4.83528,4.94881,-0.805299
4.85299,4.90634,-0.803121
4.91973,4.79401,-0.799249
5.08488,4.38028,-0.78001
5.10108,4.33999,-0.778316
5.10786,4.292,-0.77517
5.22765,4.0227,-0.765973
5.24671,3.98634,-0.765126
5.38385,3.59208,-0.750848
5.40331,3.55734,-0.750485
5.41255,3.51601,-0.74867
5.43402,3.48273,-0.74867
5.45864,3.45144,-0.749154
5.82702,2.57818,-0.738627
5.84364,2.54277,-0.738748
5.85183,2.50375,-0.73778
5.98407,2.13652,-0.736449
5.99051,2.09747,-0.735601
6.0969,1.84493,-0.738385
6.14893,1.73779,-0.740805
6.16234,1.70082,-0.741168
6.1765,1.66401,-0.741652
6.18755,1.62634,-0.741773
6.20607,1.59056,-0.742862
6.20993,1.55101,-0.742136
6.22223,1.51358,-0.742499
6.2314,1.47537,-0.742499
