x,y,z
18.8983,6.50048,-0.682101
18.8621,6.35886,-0.679225
18.84,6.22295,-0.676924
18.8265,6.09062,-0.674983
18.8121,5.9587,-0.673042
18.7987,5.82777,-0.671173
18.7863,5.69781,-0.669376
18.7662,5.56624,-0.667327
18.753,5.43735,-0.665565
18.7072,5.29984,-0.662618
18.6739,5.16684,-0.660174
18.6444,5.03575,-0.657909
18.6083,4.90368,-0.655429
18.5945,4.77822,-0.653811
18.5856,4.65457,-0.652409
18.5517,4.52529,-0.650109
18.5509,4.40467,-0.649066
18.5279,4.2793,-0.647233
18.4963,4.15262,-0.645112
18.4629,4.02627,-0.642955
18.4247,3.89967,-0.640655
18.4052,3.7777,-0.639073
18.3672,3.65262,-0.636845
18.3392,3.53021,-0.635011
18.337,3.41323,-0.634149
18.3104,3.29217,-0.632423
18.2692,3.16917,-0.630195
18.2469,3.05009,-0.628685
18.2544,2.93633,-0.628289
18.2326,2.81816,-0.626852
18.1615,2.69319,-0.623652
18.151,2.57791,-0.622682
18.113,2.45923,-0.620741
18.0832,2.34226,-0.619123
18.0625,2.22698,-0.617865
18.054,2.11356,-0.617074
17.9931,1.99459,-0.614414
17.9722,1.88072,-0.613228
17.9555,1.76767,-0.612222
17.9402,1.65508,-0.611287
17.8932,1.54008,-0.609238
17.8237,1.42398,-0.606398
17.8041,1.31253,-0.605392
17.7859,1.20151,-0.604457
17.7511,1.08979,-0.602947
17.7205,0.978808,-0.601617
17.6763,0.86761,-0.59982
17.6254,0.756734,-0.597807
17.5688,0.646333,-0.595614
17.5244,0.537053,-0.593889
17.4944,0.428708,-0.592703
17.4698,0.320861,-0.591732
17.4464,0.213357,-0.590834
17.4264,0.106177,-0.590079
17.3988,-0.000749813,-0.589072
17.3714,-0.107339,-0.588102
17.3555,-0.213741,-0.587563
17.3298,-0.319785,-0.5867
17.3026,-0.425499,-0.585801
17.2797,-0.531043,-0.585082
17.2511,-0.636138,-0.584184
17.208,-0.740301,-0.582782
17.1053,-0.841061,-0.579259
17.0319,-0.942245,-0.576815
17.0049,-1.04545,-0.57606
16.9702,-1.14788,-0.575053
16.928,-1.24941,-0.573795
16.8792,-1.34998,-0.572321
16.8377,-1.4507,-0.571135
16.7867,-1.55012,-0.569625
16.7321,-1.64868,-0.568008
16.6799,-1.74695,-0.566498
16.6391,-1.84595,-0.56542
16.6136,-1.94638,-0.564917
16.5844,-2.04621,-0.564305
13.7851,13.1143,-0.883633
15.7792,11.5439,-0.909005
15.7907,11.4042,-0.905477
15.7392,11.2207,-0.898276
15.744,11.079,-0.894507
